"","Source","Target","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"4558","4523","4523",1,"Construction of motorways, roads, airfields and sport facilities","Construction of motorways, roads, airfields and sport facilities","NA","NA","NA","NA",724
"4559","7132","4523",0.819546087381241,"Renting of construction and civil engineering machinery and equipment","Construction of motorways, roads, airfields and sport facilities","NA","NA","NA","NA",10
"4560","4525","4523",0.849003771674027,"Other construction work involving special trades","Construction of motorways, roads, airfields and sport facilities","NA","NA","NA","NA",19
"4561","7032","4523",0.930816631817835,"Management of real estate on a fee or contract basis","Construction of motorways, roads, airfields and sport facilities","NA","NA","NA","NA",42
"4562","6321","4523",0.926677883335218,"Other supporting land transport activities","Construction of motorways, roads, airfields and sport facilities","NA","NA","NA","NA",20
"4563","1421","4523",0.920755167633299,"Operation of gravel and sand pits","Construction of motorways, roads, airfields and sport facilities","NA","NA","NA","NA",10
"4564","8010","5146",-0.792992585725392,"Primary education","Wholesale of pharmaceutical goods","NA","NA","NA","NA",10
"4565","8511","5146",0.2786206643275,"Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","Wholesale of pharmaceutical goods","NA","NA","NA","NA",35
"4566","5211","5146",-0.504091283109713,"Retail sale by confectioners, tobacconists and newsagents (CTNs), non-specialised stores holding an alcohol licence, with food, beverages or tobacco predominating","Wholesale of pharmaceutical goods","NA","NA","NA","NA",11
"4567","8532","5146",0.00756263015889534,"Charitable social work activities without accommodation,Non-charitable social work activities without accommodation","Wholesale of pharmaceutical goods","NA","NA","NA","NA",26
"4568","8531","5146",-0.186998087954111,"Charitable social work activities with accommodation, Non-charitable social work activities with accommodation","Wholesale of pharmaceutical goods","NA, NA","NA","NA, NA","NA",10
"4569","6024","5146",0.245242910124642,"Freight transport by road n.e.c.,Furniture removal activities","Wholesale of pharmaceutical goods","NA","NA","NA","NA",10
"4570","7450","5146",0.237806490655369,"Labour recruitment and provision of personnel","Wholesale of pharmaceutical goods","NA","NA","NA","NA",27
"4571","8514","5146",0.112765418458899,"Other human health activities","Wholesale of pharmaceutical goods","NA","NA","NA","NA",10
"4572","7415","5146",-0.0637312098136022,"Management activities of other non-financial holding companies,production holding companies, construction holding companies, wholesale holding companies, motor trades holding companies, retail holding companies, Management activities of transport holding companies, catering holding companies, service trades holding companies","Wholesale of pharmaceutical goods","NA, NA","NA","NA, NA","NA",10
"4573","8512","5146",0.302972211191647,"Medical practice activities","Wholesale of pharmaceutical goods","NA","NA","NA","NA",10
"4574","7310","5146",0.811722073185569,"Research and experimental development on natural sciences and engineering","Wholesale of pharmaceutical goods","NA","NA","NA","NA",31
"4575","2442","5146",0.933006879185838,"Manufacture of medicaments, Manufacture of non-medicaments","Wholesale of pharmaceutical goods","NA, NA","NA","NA, NA","NA",75
"4576","5147","5146",0.577077709842923," Wholesale of photographic goods, Wholesale of other household goods n.e.c., Wholesale of furniture,jewellery, imitation jewellery, musical instruments, toys and games,travel and fancy goods","Wholesale of pharmaceutical goods","NA, NA","NA","NA, NA","NA",14
"4577","5170","5146",0.78114306432066,"","Wholesale of pharmaceutical goods","","NA","","NA",14
"4578","5146","5146",1,"Wholesale of pharmaceutical goods","Wholesale of pharmaceutical goods","NA","NA","NA","NA",719
"4579","3210","5146",0.902124223038882,"Manufacture of electronic valves and tubes and other electronic components","Wholesale of pharmaceutical goods","NA","NA","NA","NA",10
"4580","3310","5146",0.949843413854692,"Manufacture of medical and surgical equipment and orthopaedic appliances","Wholesale of pharmaceutical goods","NA","NA","NA","NA",39
"4581","2971","5146",0.963275627707583,"Manufacture of electric domestic appliances","Wholesale of pharmaceutical goods","NA","NA","NA","NA",66
"4582","2416","5146",0.848136738257781,"Manufacture of plastics in primary forms","Wholesale of pharmaceutical goods","NA","NA","NA","NA",11
"4583","2441","5146",0.936206139213423,"Manufacture of basic pharmaceutical products","Wholesale of pharmaceutical goods","NA","NA","NA","NA",10
"4584","5118","5146",0.971988657288734,"Agents specializing in the sale of particular products or ranges of products n.e.c.","Wholesale of pharmaceutical goods","NA","NA","NA","NA",10
"4585","5232","5146",0.983555164140623,"Retail sale of hearing aids, Retail sale of medical and orthopaedic goods n.e.c.","Wholesale of pharmaceutical goods","NA, NA","NA","NA, NA","NA",13
"4586","5119","5146",0.991284895139513,"Agents involved in the sale of a variety of goods","Wholesale of pharmaceutical goods","NA","NA","NA","NA",12
"4587","5211","5154",-0.326672115372408,"Retail sale by confectioners, tobacconists and newsagents (CTNs), non-specialised stores holding an alcohol licence, with food, beverages or tobacco predominating","Wholesale of hardware, plumbing and heating equipment and supplies","NA","NA","NA","NA",18
"4588","4521","5154",-0.0322694238634018,"Construction of commercial buildings, Construction of domestic buildings, Construction of civil engineering constructions","Wholesale of hardware, plumbing and heating equipment and supplies","NA, NA, NA","NA","NA, NA, NA","NA",13
"4589","7450","5154",-0.0553577444992847,"Labour recruitment and provision of personnel","Wholesale of hardware, plumbing and heating equipment and supplies","NA","NA","NA","NA",14
"4590","7470","5154",0.160199923951715,"Traditional cleaning services,Window cleaning services,Specialised cleaning services,Furnace and chimney cleaning services,Cleaning activities not elsewhere classified,Disinfecting and exterminating services","Wholesale of hardware, plumbing and heating equipment and supplies","NA","NA","NA","NA",11
"4591","5248","5154",0.164353491782571,"Retail sale of photographic, optical and precision equipment, office supplies and equipment (incl. computers),Retail sale of sports goods, games and toys, stamps and coins, Retail sale of mobile telephones, Retail sale of floor coverings Other retail sale in specialised stores n.e.c., Other retail sale  in specialised stores n.e.c., Retail sale of jewellery, clocks and watches ,Retail sale in commercial art galleries,Retail sale by opticians","Wholesale of hardware, plumbing and heating equipment and supplies","NA, NA, NA, NA","NA","NA, NA, NA, NA","NA",10
"4592","7415","5154",-0.0218369783297137,"Management activities of other non-financial holding companies,production holding companies, construction holding companies, wholesale holding companies, motor trades holding companies, retail holding companies, Management activities of transport holding companies, catering holding companies, service trades holding companies","Wholesale of hardware, plumbing and heating equipment and supplies","NA, NA","NA","NA, NA","NA",10
"4593","7484","5154",0.355965354638728,"","Wholesale of hardware, plumbing and heating equipment and supplies","","NA","","NA",10
"4594","4533","5154",0.647418311732036,"Plumbing","Wholesale of hardware, plumbing and heating equipment and supplies","NA","NA","NA","NA",10
"4595","5165","5154",0.833546557890235,"","Wholesale of hardware, plumbing and heating equipment and supplies","","NA","","NA",54
"4596","5153","5154",0.944794239462546,"Wholesale of wood, construction materials and sanitary equipment","Wholesale of hardware, plumbing and heating equipment and supplies","NA","NA","NA","NA",80
"4597","5246","5154",0.685292468186607,"Retail sale of hardware, paints and glass","Wholesale of hardware, plumbing and heating equipment and supplies","NA","NA","NA","NA",14
"4598","6312","5154",0.645582161455915,"Storage and warehousing of frozen and refrigerated goods, liquids or gases, Storage and warehousing of grain, Storage and warehousing n.e.c.","Wholesale of hardware, plumbing and heating equipment and supplies","NA","NA","NA","NA",10
"4599","5170","5154",0.893690137224941,"","Wholesale of hardware, plumbing and heating equipment and supplies","","NA","","NA",21
"4600","5154","5154",1,"Wholesale of hardware, plumbing and heating equipment and supplies","Wholesale of hardware, plumbing and heating equipment and supplies","NA","NA","NA","NA",714
"4601","5152","5154",0.917784982296763,"Wholesale of metals and metal ores","Wholesale of hardware, plumbing and heating equipment and supplies","NA","NA","NA","NA",10
"4602","2862","5154",0.917784982296763,"Manufacture of tools","Wholesale of hardware, plumbing and heating equipment and supplies","NA","NA","NA","NA",10
"4603","5187","5154",0.90489490698444,"Wholesale of other machinery for use in industry, trade and navigation","Wholesale of hardware, plumbing and heating equipment and supplies","NA","NA","NA","NA",18
"4604","2874","5154",0.973101369840363,"Manufacture of fasteners, screw machine products, chain and springs","Wholesale of hardware, plumbing and heating equipment and supplies","NA","NA","NA","NA",22
"4605","2863","5154",0.964416575860113,"Manufacture of locks and hinges","Wholesale of hardware, plumbing and heating equipment and supplies","NA","NA","NA","NA",10
"4606","5144","5154",0.963665243244854,"Wholesale of china and glassware, wallpaper and cleaning materials","Wholesale of hardware, plumbing and heating equipment and supplies","NA","NA","NA","NA",21
"4607","5161","5154",0.978349204379788,"","Wholesale of hardware, plumbing and heating equipment and supplies","","NA","","NA",14
"4608","8010","9302",-0.598774796947828,"Primary education","Hairdressing and other beauty treatment","NA","NA","NA","NA",12
"4609","8511","9302",-0.467339645336361,"Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","Hairdressing and other beauty treatment","NA","NA","NA","NA",10
"4610","5211","9302",-0.120081794371345,"Retail sale by confectioners, tobacconists and newsagents (CTNs), non-specialised stores holding an alcohol licence, with food, beverages or tobacco predominating","Hairdressing and other beauty treatment","NA","NA","NA","NA",23
"4611","6512","9302",-0.129242900047384,"Banks,Building societies","Hairdressing and other beauty treatment","NA","NA","NA","NA",10
"4612","8030","9302",-0.0554316852924015,"Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","Hairdressing and other beauty treatment","NA, NA, NA","NA","NA, NA, NA","NA",10
"4613","5540","9302",0.525376410764119,"Licensed clubs,Independent public houses and bars,Tenanted public houses and bars,Managed public houses and bars","Hairdressing and other beauty treatment","NA","NA","NA","NA",27
"4614","5212","9302",0.402905481918182,"Other retail sale in non-specialised stores","Hairdressing and other beauty treatment","NA","NA","NA","NA",18
"4615","5248","9302",0.420598714644466,"Retail sale of photographic, optical and precision equipment, office supplies and equipment (incl. computers),Retail sale of sports goods, games and toys, stamps and coins, Retail sale of mobile telephones, Retail sale of floor coverings Other retail sale in specialised stores n.e.c., Other retail sale  in specialised stores n.e.c., Retail sale of jewellery, clocks and watches ,Retail sale in commercial art galleries,Retail sale by opticians","Hairdressing and other beauty treatment","NA, NA, NA, NA","NA","NA, NA, NA, NA","NA",14
"4616","5242","9302",0.379412661459156,"Retail sale of adults' fur and leather clothing, children's and infants' clothing, other women's clothing, other men's clothing","Hairdressing and other beauty treatment","NA","NA","NA","NA",12
"4617","9302","9302",1,"Hairdressing and other beauty treatment","Hairdressing and other beauty treatment","NA","NA","NA","NA",711
"4618","5233","9302",0.971720942773003,"Retail sale of cosmetic and toilet articles","Hairdressing and other beauty treatment","NA","NA","NA","NA",10
"4619","5145","9302",0.970066895488485,"Wholesale of perfume and cosmetics","Hairdressing and other beauty treatment","NA","NA","NA","NA",15
"4620","8010","3120",-0.780714224991826,"Primary education","Manufacture of electricity distribution and control apparatus","NA","NA","NA","NA",10
"4621","7420","3120",0.383118453829975,"Architectural,Urban planning and landscape architectural activities, Engineering design activities for industrial process and production, Engineering related scientific and technical consulting activities,Engineering consultative and design activities, Other engineering activities, Quantity surveying activities","Manufacture of electricity distribution and control apparatus","NA, NA, NA","NA","NA, NA, NA","NA",16
"4622","7450","3120",-0.0390608833585997,"Labour recruitment and provision of personnel","Manufacture of electricity distribution and control apparatus","NA","NA","NA","NA",10
"4623","7415","3120",0.156644158736766,"Management activities of other non-financial holding companies,production holding companies, construction holding companies, wholesale holding companies, motor trades holding companies, retail holding companies, Management activities of transport holding companies, catering holding companies, service trades holding companies","Manufacture of electricity distribution and control apparatus","NA, NA","NA","NA, NA","NA",22
"4624","4531","3120",0.628812187257626,"Installation of electrical wiring and fittings","Manufacture of electricity distribution and control apparatus","NA","NA","NA","NA",12
"4625","5165","3120",0.600568415042829,"","Manufacture of electricity distribution and control apparatus","","NA","","NA",14
"4626","3320","3120",0.732356375554718,"Manufacture of electronic instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment, Manufacture of non-electronic instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment, Manufacture of non-electronic instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","Manufacture of electricity distribution and control apparatus","NA, NA, NA","NA","NA, NA, NA","NA",25
"4627","2852","3120",0.673079291856144,"General mechanical engineering","Manufacture of electricity distribution and control apparatus","NA","NA","NA","NA",13
"4628","6312","3120",0.612223169300116,"Storage and warehousing of frozen and refrigerated goods, liquids or gases, Storage and warehousing of grain, Storage and warehousing n.e.c.","Manufacture of electricity distribution and control apparatus","NA","NA","NA","NA",10
"4629","2524","3120",0.810421811883114,"Manufacture of other plastic products","Manufacture of electricity distribution and control apparatus","NA","NA","NA","NA",24
"4630","2912","3120",0.814962192180714,"Manufacture of pumps and compressors, Manufacture of pumps, Manufacture of compressors, Manufacture of pumps","Manufacture of electricity distribution and control apparatus","NA, NA, NA, NA","NA","NA, NA, NA, NA","NA",10
"4631","3120","3120",1,"Manufacture of electricity distribution and control apparatus","Manufacture of electricity distribution and control apparatus","NA","NA","NA","NA",708
"4632","3210","3120",0.910468024486283,"Manufacture of electronic valves and tubes and other electronic components","Manufacture of electricity distribution and control apparatus","NA","NA","NA","NA",31
"4633","3110","3120",0.93982119329477,"Manufacture of electric motors, generators and transformers","Manufacture of electricity distribution and control apparatus","NA","NA","NA","NA",39
"4634","3220","3120",0.782052671053312,"Manufacture of telegraph and telephone apparatus and equipment, Manufacture of radio and electronic capital goods","Manufacture of electricity distribution and control apparatus","NA, NA","NA","NA, NA","NA",10
"4635","3002","3120",0.846651146979918,"Manufacture of computers and other information processing equipment","Manufacture of electricity distribution and control apparatus","NA","NA","NA","NA",13
"4636","3162","3120",0.954284037476294,"Manufacture of other electrical equipment n.e.c.","Manufacture of electricity distribution and control apparatus","NA","NA","NA","NA",62
"4637","2956","3120",0.888321302453901,"Manufacture of other special purpose machinery n.e.c.","Manufacture of electricity distribution and control apparatus","NA","NA","NA","NA",14
"4638","2971","3120",0.916128352605186,"Manufacture of electric domestic appliances","Manufacture of electricity distribution and control apparatus","NA","NA","NA","NA",10
"4639","3161","3120",0.924655696226241,"Manufacture of electrical equipment for engines and vehicles n.e.c.","Manufacture of electricity distribution and control apparatus","NA","NA","NA","NA",17
"4640","3130","3120",0.967015524032437,"Manufacture of insulated wire and cable","Manufacture of electricity distribution and control apparatus","NA","NA","NA","NA",13
"4641","3520","3120",0.984218158027142,"Manufacture of railway and tramway locomotives and rolling stock","Manufacture of electricity distribution and control apparatus","NA","NA","NA","NA",43
"4642","2911","3120",0.924989329325224,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines","Manufacture of electricity distribution and control apparatus","NA","NA","NA","NA",10
"4643","3330","3120",0.970739286841678,"Manufacture of electronic industrial process control equipment, Manufacture of non-electronic industrial process control equipment","Manufacture of electricity distribution and control apparatus","NA, NA","NA","NA, NA","NA",11
"4644","5186","3120",0.937929509833608,"Wholesale of other electronic parts and equipment","Manufacture of electricity distribution and control apparatus","NA","NA","NA","NA",10
"4645","8010","9305",-0.209279182155075,"Primary education","Other service activities n.e.c., Operation of coin-operated photographic machines","NA","NA, NA","NA","NA, NA",61
"4646","8511","9305",-0.513690792942652,"Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","Other service activities n.e.c., Operation of coin-operated photographic machines","NA","NA, NA","NA","NA, NA",15
"4647","5211","9305",-0.349405955952417,"Retail sale by confectioners, tobacconists and newsagents (CTNs), non-specialised stores holding an alcohol licence, with food, beverages or tobacco predominating","Other service activities n.e.c., Operation of coin-operated photographic machines","NA","NA, NA","NA","NA, NA",20
"4648","7511","9305",-0.441213187492036,"General (overall) public service activities","Other service activities n.e.c., Operation of coin-operated photographic machines","NA","NA, NA","NA","NA, NA",13
"4649","8030","9305",0.0814684899719102,"Sub-degree level higher education, First-degree level higher education, Post-graduate level higher education","Other service activities n.e.c., Operation of coin-operated photographic machines","NA, NA, NA","NA, NA","NA, NA, NA","NA, NA",26
"4650","4521","9305",0.254797418152384,"Construction of commercial buildings, Construction of domestic buildings, Construction of civil engineering constructions","Other service activities n.e.c., Operation of coin-operated photographic machines","NA, NA, NA","NA, NA","NA, NA, NA","NA, NA",24
"4651","8532","9305",0.374883642828404,"Charitable social work activities without accommodation,Non-charitable social work activities without accommodation","Other service activities n.e.c., Operation of coin-operated photographic machines","NA","NA, NA","NA","NA, NA",38
"4652","8531","9305",0.0389513323942852,"Charitable social work activities with accommodation, Non-charitable social work activities with accommodation","Other service activities n.e.c., Operation of coin-operated photographic machines","NA, NA","NA, NA","NA, NA","NA, NA",14
"4653","7411","9305",0.137850451119667,"Barristers at law,Solicitors,Activities of patent and copyright agents,Other legal activities not elsewhere classified","Other service activities n.e.c., Operation of coin-operated photographic machines","NA","NA, NA","NA","NA, NA",10
"4654","6420","9305",0.130923072609434,"Telecommunications","Other service activities n.e.c., Operation of coin-operated photographic machines","NA","NA, NA","NA","NA, NA",10
"4655","7420","9305",0.426669481571561,"Architectural,Urban planning and landscape architectural activities, Engineering design activities for industrial process and production, Engineering related scientific and technical consulting activities,Engineering consultative and design activities, Other engineering activities, Quantity surveying activities","Other service activities n.e.c., Operation of coin-operated photographic machines","NA, NA, NA","NA, NA","NA, NA, NA","NA, NA",26
"4656","5540","9305",0.103134974635916,"Licensed clubs,Independent public houses and bars,Tenanted public houses and bars,Managed public houses and bars","Other service activities n.e.c., Operation of coin-operated photographic machines","NA","NA, NA","NA","NA, NA",16
"4657","6024","9305",0.288118438386851,"Freight transport by road n.e.c.,Furniture removal activities","Other service activities n.e.c., Operation of coin-operated photographic machines","NA","NA, NA","NA","NA, NA",15
"4658","7450","9305",0.209340393478048,"Labour recruitment and provision of personnel","Other service activities n.e.c., Operation of coin-operated photographic machines","NA","NA, NA","NA","NA, NA",33
"4659","7470","9305",0.344499331882793,"Traditional cleaning services,Window cleaning services,Specialised cleaning services,Furnace and chimney cleaning services,Cleaning activities not elsewhere classified,Disinfecting and exterminating services","Other service activities n.e.c., Operation of coin-operated photographic machines","NA","NA, NA","NA","NA, NA",21
"4660","5248","9305",0.170768716933444,"Retail sale of photographic, optical and precision equipment, office supplies and equipment (incl. computers),Retail sale of sports goods, games and toys, stamps and coins, Retail sale of mobile telephones, Retail sale of floor coverings Other retail sale in specialised stores n.e.c., Other retail sale  in specialised stores n.e.c., Retail sale of jewellery, clocks and watches ,Retail sale in commercial art galleries,Retail sale by opticians","Other service activities n.e.c., Operation of coin-operated photographic machines","NA, NA, NA, NA","NA, NA","NA, NA, NA, NA","NA, NA",16
"4661","5242","9305",0.124094098973509,"Retail sale of adults' fur and leather clothing, children's and infants' clothing, other women's clothing, other men's clothing","Other service activities n.e.c., Operation of coin-operated photographic machines","NA","NA, NA","NA","NA, NA",13
"4662","7415","9305",-0.0348361319130132,"Management activities of other non-financial holding companies,production holding companies, construction holding companies, wholesale holding companies, motor trades holding companies, retail holding companies, Management activities of transport holding companies, catering holding companies, service trades holding companies","Other service activities n.e.c., Operation of coin-operated photographic machines","NA, NA","NA, NA","NA, NA","NA, NA",15
"4663","7220","9305",0.315623841441035,"","Other service activities n.e.c., Operation of coin-operated photographic machines","","NA, NA","","NA, NA",13
"4664","2222","9305",0.491059363408536,"Other printing, Other printing","Other service activities n.e.c., Operation of coin-operated photographic machines","NA, NA","NA, NA","NA, NA","NA, NA",10
"4665","7460","9305",0.498582995705401,"Security and related activities, Investigation activities","Other service activities n.e.c., Operation of coin-operated photographic machines","NA, NA","NA, NA","NA, NA","NA, NA",12
"4666","7414","9305",0.520556652983816,"Business and management consultancy activities, n.e.c., Public relations activities,Financial management,General management consultancy activities","Other service activities n.e.c., Operation of coin-operated photographic machines","NA, NA","NA, NA","NA, NA","NA, NA",18
"4667","7484","9305",0.541726877015241,"","Other service activities n.e.c., Operation of coin-operated photographic machines","","NA, NA","","NA, NA",17
"4668","4531","9305",0.559155556454713,"Installation of electrical wiring and fittings","Other service activities n.e.c., Operation of coin-operated photographic machines","NA","NA, NA","NA","NA, NA",10
"4669","9262","9305",0.498360628845338,"Other sporting activities not elsewhere classified, Activities of racehorse owners","Other service activities n.e.c., Operation of coin-operated photographic machines","NA, NA","NA, NA","NA, NA","NA, NA",14
"4670","7413","9305",0.660698148300285,"Market research and public opinion polling","Other service activities n.e.c., Operation of coin-operated photographic machines","NA","NA, NA","NA","NA, NA",10
"4671","9133","9305",0.584610174691102,"Activities of other membership organizations n.e.c.","Other service activities n.e.c., Operation of coin-operated photographic machines","NA","NA, NA","NA","NA, NA",11
"4672","9305","9305",1,"Other service activities n.e.c., Operation of coin-operated photographic machines","Other service activities n.e.c., Operation of coin-operated photographic machines","NA, NA","NA, NA","NA, NA","NA, NA",700
"4673","7011","9305",0.704836111312354,"Development and selling of real estate","Other service activities n.e.c., Operation of coin-operated photographic machines","NA","NA, NA","NA","NA, NA",10
"4674","7487","9305",0.65617065536586,"Other business activities not elsewhere classified, Specialty design activities, Activities of exhibition and fair organisers,Activities of conference organisers,Credit reporting and collection agency activities","Other service activities n.e.c., Operation of coin-operated photographic machines","NA, NA, NA","NA, NA","NA, NA, NA","NA, NA",19
"4675","142","9305",0.982227731526218,"","Other service activities n.e.c., Operation of coin-operated photographic machines","","NA, NA","","NA, NA",17
"4676","8010","9000",-0.10570741669604,"Primary education","","NA","","NA","",13
"4677","7511","9000",0.165274558446935,"General (overall) public service activities","","NA","","NA","",22
"4678","6024","9000",0.512779537597257,"Freight transport by road n.e.c.,Furniture removal activities","","NA","","NA","",18
"4679","7450","9000",-0.145517735535609,"Labour recruitment and provision of personnel","","NA","","NA","",11
"4680","7470","9000",0.395374348904162,"Traditional cleaning services,Window cleaning services,Specialised cleaning services,Furnace and chimney cleaning services,Cleaning activities not elsewhere classified,Disinfecting and exterminating services","","NA","","NA","",23
"4681","7512","9000",0.25743359667023,"Regulation of the activities of agencies that provide health care, education, cultural services and other social services, excluding social security","","NA","","NA","",10
"4682","4100","9000",0.89126975263358,"Collection, purification and distribution of water","","NA","","NA","",23
"4683","7230","9000",0.777232836140031,"Data processing","","NA","","NA","",24
"4684","9000","9000",1,"","","","","","",686
"4685","4511","9000",0.939559507896625,"Demolition and wrecking of buildings; earth moving","","NA","","NA","",10
"4686","9002","9000",0.991555085000186,"Collection and treatment of other waste","","NA","","NA","",10
"4687","9001","9000",0.982665189749797,"Collection and treatment of sewage","","NA","","NA","",10
"4688","9003","9000",0.996003991237815,"Sanitation, remediation and similar activities","","NA","","NA","",10
"4689","8010","6323",-0.598290450716238,"Primary education","Other supporting air transport activities","NA","NA","NA","NA",10
"4690","5211","6323",-0.302820073804118,"Retail sale by confectioners, tobacconists and newsagents (CTNs), non-specialised stores holding an alcohol licence, with food, beverages or tobacco predominating","Other supporting air transport activities","NA","NA","NA","NA",14
"4691","5540","6323",0.1619616711336,"Licensed clubs,Independent public houses and bars,Tenanted public houses and bars,Managed public houses and bars","Other supporting air transport activities","NA","NA","NA","NA",10
"4692","7450","6323",0.257593515848322,"Labour recruitment and provision of personnel","Other supporting air transport activities","NA","NA","NA","NA",25
"4693","6210","6323",0.89325839557409,"Scheduled passenger air transport,Other scheduled air transport","Other supporting air transport activities","NA","NA","NA","NA",47
"4694","3530","6323",0.792576105401095,"Manufacture of aircraft and spacecraft","Other supporting air transport activities","NA","NA","NA","NA",11
"4695","7484","6323",0.545854317030068,"","Other supporting air transport activities","","NA","","NA",10
"4696","6340","6323",0.931321033768303,"Activities of other transport agencies","Other supporting air transport activities","NA","NA","NA","NA",49
"4697","6323","6323",1,"Other supporting air transport activities","Other supporting air transport activities","NA","NA","NA","NA",676
"4698","6220","6323",0.971182684525234,"Other non-scheduled air transport","Other supporting air transport activities","NA","NA","NA","NA",13
"4699","8010","5243",-0.365786684740745,"Primary education","Retail sale of footwear, leather goods","NA","NA","NA","NA",13
"4700","8511","5243",-0.504743788813639,"Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","Retail sale of footwear, leather goods","NA","NA","NA","NA",10
"4701","5211","5243",0.119678678277045,"Retail sale by confectioners, tobacconists and newsagents (CTNs), non-specialised stores holding an alcohol licence, with food, beverages or tobacco predominating","Retail sale of footwear, leather goods","NA","NA","NA","NA",37
"4702","6512","5243",-0.0328799484236103,"Banks,Building societies","Retail sale of footwear, leather goods","NA","NA","NA","NA",10
"4703","5540","5243",0.361714602403948,"Licensed clubs,Independent public houses and bars,Tenanted public houses and bars,Managed public houses and bars","Retail sale of footwear, leather goods","NA","NA","NA","NA",20
"4704","7450","5243",0.105181679901081,"Labour recruitment and provision of personnel","Retail sale of footwear, leather goods","NA","NA","NA","NA",11
"4705","5212","5243",0.615204070430052,"Other retail sale in non-specialised stores","Retail sale of footwear, leather goods","NA","NA","NA","NA",23
"4706","7470","5243",0.404790896693149,"Traditional cleaning services,Window cleaning services,Specialised cleaning services,Furnace and chimney cleaning services,Cleaning activities not elsewhere classified,Disinfecting and exterminating services","Retail sale of footwear, leather goods","NA","NA","NA","NA",13
"4707","5248","5243",0.666600611730983,"Retail sale of photographic, optical and precision equipment, office supplies and equipment (incl. computers),Retail sale of sports goods, games and toys, stamps and coins, Retail sale of mobile telephones, Retail sale of floor coverings Other retail sale in specialised stores n.e.c., Other retail sale  in specialised stores n.e.c., Retail sale of jewellery, clocks and watches ,Retail sale in commercial art galleries,Retail sale by opticians","Retail sale of footwear, leather goods","NA, NA, NA, NA","NA","NA, NA, NA, NA","NA",29
"4708","5242","5243",0.830454322692916,"Retail sale of adults' fur and leather clothing, children's and infants' clothing, other women's clothing, other men's clothing","Retail sale of footwear, leather goods","NA","NA","NA","NA",62
"4709","5243","5243",1,"Retail sale of footwear, leather goods","Retail sale of footwear, leather goods","NA","NA","NA","NA",660
"4710","5142","5243",0.884763546934871,"Wholesale of adults' fur and leather clothing,Wholesale of children's and infants' clothing,Wholesale of footwear, Wholesale of clothing n.e.c.","Retail sale of footwear, leather goods","NA","NA","NA","NA",13
"4711","1930","5243",0.968751097671181,"Manufacture of footwear","Retail sale of footwear, leather goods","NA","NA","NA","NA",11
"4712","8010","8513",-0.340911936841319,"Primary education","Dental practice activities","NA","NA","NA","NA",25
"4713","8511","8513",0.395925328821722,"Public sector hospital activities, including NHS trusts, Private sector hospital activities,Medical nursing home activities","Dental practice activities","NA","NA","NA","NA",60
"4714","5211","8513",-0.267443573645364,"Retail sale by confectioners, tobacconists and newsagents (CTNs), non-specialised stores holding an alcohol licence, with food, beverages or tobacco predominating","Dental practice activities","NA","NA","NA","NA",16
"4715","8532","8513",0.0852902398280077,"Charitable social work activities without accommodation,Non-charitable social work activities without accommodation","Dental practice activities","NA","NA","NA","NA",11
"4716","5540","8513",0.266845173741937,"Licensed clubs,Independent public houses and bars,Tenanted public houses and bars,Managed public houses and bars","Dental practice activities","NA","NA","NA","NA",15
"4717","5212","8513",0.270711354331721,"Other retail sale in non-specialised stores","Dental practice activities","NA","NA","NA","NA",10
"4718","8514","8513",0.26672419460881,"Other human health activities","Dental practice activities","NA","NA","NA","NA",10
"4719","8512","8513",0.619774497234568,"Medical practice activities","Dental practice activities","NA","NA","NA","NA",10
"4720","8513","8513",1,"Dental practice activities","Dental practice activities","NA","NA","NA","NA",654
"4721","8010","7132",-0.729407840786793,"Primary education","Renting of construction and civil engineering machinery and equipment","NA","NA","NA","NA",10
"4722","5211","7132",-0.431652294502084,"Retail sale by confectioners, tobacconists and newsagents (CTNs), non-specialised stores holding an alcohol licence, with food, beverages or tobacco predominating","Renting of construction and civil engineering machinery and equipment","NA","NA","NA","NA",10
"4723","4521","7132",0.457949209481726,"Construction of commercial buildings, Construction of domestic buildings, Construction of civil engineering constructions","Renting of construction and civil engineering machinery and equipment","NA, NA, NA","NA","NA, NA, NA","NA",35
"4724","5540","7132",0.126796981354208,"Licensed clubs,Independent public houses and bars,Tenanted public houses and bars,Managed public houses and bars","Renting of construction and civil engineering machinery and equipment","NA","NA","NA","NA",13
"4725","6024","7132",0.584635434257894,"Freight transport by road n.e.c.,Furniture removal activities","Renting of construction and civil engineering machinery and equipment","NA","NA","NA","NA",18
"4726","7450","7132",0.170145233786376,"Labour recruitment and provision of personnel","Renting of construction and civil engineering machinery and equipment","NA","NA","NA","NA",22
