StartIndst,FinalIndust,Counts
5540,6720,23
6523,6713,23
5211,5261,23
6110,6322,23
8021,5552,23
5522,5523,23
5248,5246,23
7450,4100,23
2512,2512,23
1513,1511,23
4531,3330,23
3320,3210,23
5163,5163,23
7450,4020,23
7511,7525,23
9220,9211,23
2470,2470,23
5111,5111,23
5242,5510,23
9261,5510,23
6512,7487,23
7420,7222,23
9001,9001,23
2524,2442,22
7511,5242,22
6412,5242,22
5116,5242,22
8030,9305,22
7420,7511,22
5248,7511,22
5050,8010,22
1581,8010,22
6601,8010,22
1581,6024,22
3162,3320,22
2521,3430,22
6312,5030,22
8010,5010,22
2523,2521,22
2416,2521,22
7411,7420,22
2524,2522,22
7450,5245,22
5540,5247,22
5211,7484,22
5211,5227,22
2222,7450,22
7413,7450,22
5261,7450,22
5164,6420,22
7460,8511,22
8511,7412,22
6512,9262,22
2922,4531,22
7484,7483,22
6330,5540,22
5246,5540,22
4521,7132,22
7414,5211,22
8042,5211,22
7487,5211,22
5242,5244,22
3613,5244,22
4531,7414,22
5138,5139,22
2222,2223,22
2753,2754,22
5153,2030,22
8030,9112,22
7470,9301,22
7530,7230,22
5530,9271,22
7032,5552,22
9211,9220,22
8010,7522,22
7450,7522,22
5010,7110,22
7450,3410,22
8010,2212,22
7220,7210,22
1421,1411,22
1411,1411,22
1585,1585,22
3110,5187,22
3002,7222,22
9133,8531,21
5248,8030,21
7020,8030,21
7411,8030,21
5248,7220,21
8532,5242,21
5241,5242,21
5224,8010,21
6412,8010,21
5231,8010,21
7121,6024,21
2911,2912,21
9262,8532,21
5211,5030,21
3320,3120,21
2452,7415,21
1120,7420,21
1823,1822,21
8511,5511,21
8021,7450,21
8010,6603,21
1581,7470,21
9271,7470,21
7412,8511,21
7414,8511,21
7031,8511,21
7522,8511,21
7484,7020,21
1771,5142,21
3210,5165,21
4521,9262,21
8010,4531,21
7460,4531,21
8531,9133,21
7450,7413,21
5245,5540,21
6720,5540,21
5243,6512,21
5242,7411,21
5211,9302,21
5242,7414,21
3210,3002,21
7412,6601,21
9220,6411,21
5146,7310,21
3430,3161,21
9133,9253,21
7011,7032,21
7486,6720,21
5164,7260,21
6010,6321,21
5521,5521,21
7450,9271,21
5212,5552,21
2222,2215,21
5165,7134,21
7450,9220,21
2233,2233,21
5540,7522,21
7420,7430,21
4521,4534,21
1587,1589,21
2911,3520,21
7222,7210,21
3320,2960,21
5116,5116,21
1716,1716,21
5134,1591,21
8511,5510,21
8531,7487,21
8030,7222,21
2911,7222,21
7221,7221,21
6720,7486,21
2940,2941,21
4521,8531,20
7415,8531,20
7415,8030,20
4010,8030,20
7514,8030,20
3110,7220,20
5261,5242,20
8531,4521,20
9305,4521,20
4544,4521,20
7414,4521,20
4522,4521,20
5530,7511,20
7310,7511,20
7522,7511,20
4531,8010,20
5523,8010,20
7420,3530,20
3430,2852,20
4531,2852,20
2956,2852,20
7524,8532,20
3430,2840,20
4010,7415,20
3120,7420,20
8010,5153,20
5211,5153,20
5212,5153,20
5540,5245,20
9271,5511,20
6512,2213,20
6512,5530,20
7511,7484,20
5212,5231,20
5211,7140,20
2524,7450,20
5030,7450,20
7020,7450,20
7512,7450,20
7530,7450,20
2215,2222,20
5247,8511,20
7487,8511,20
7415,5164,20
7415,7412,20
7450,2811,20
8021,5540,20
6603,5540,20
5243,5540,20
7415,2414,20
5010,6512,20
5212,7411,20
3430,5211,20
5030,5211,20
1589,5211,20
5165,5143,20
6024,7460,20
7450,5146,20
5139,5138,20
7512,8042,20
3220,3002,20
6602,6601,20
7032,7011,20
8511,6411,20
6024,5139,20
7484,7031,20
4533,2923,20
6601,6522,20
5242,6713,20
7031,6713,20
8030,5212,20
7450,7230,20
6420,7260,20
7450,4523,20
4525,4532,20
5153,5246,20
5530,5246,20
3430,2914,20
2213,9220,20
7415,7110,20
8514,7430,20
2912,2913,20
1711,1711,20
501,501,20
5146,3210,20
2452,5145,20
5212,5145,20
5211,6210,20
5248,5250,20
8532,7513,20
5112,5112,20
7470,5510,20
5552,5510,20
7260,7487,20
7450,4013,20
5511,8030,19
5540,8022,19
5211,7220,19
7132,4521,19
2923,4521,19
8512,7511,19
6411,7511,19
9251,7511,19
7440,8010,19
3530,2852,19
2875,2852,19
7420,8532,19
5511,8532,19
7530,8532,19
7523,8532,19
7310,3320,19
8030,8512,19
3611,3614,19
7450,5030,19
5248,5010,19
5050,5010,19
3210,3120,19
2524,2521,19
3530,7415,19
9305,7420,19
6512,7420,19
7032,7420,19
5212,7420,19
7430,7420,19
9262,5248,19
7415,2213,19
5540,7484,19
7484,1581,19
7220,7450,19
9261,7450,19
2852,7450,19
9133,7450,19
5146,7450,19
4010,6420,19
2224,2222,19
5248,7470,19
9301,7470,19
7420,8511,19
7413,8511,19
6601,8511,19
5246,8511,19
7450,5164,19
7250,5164,19
8010,6330,19
5552,9262,19
2222,2211,19
8010,7413,19
5164,5147,19
2211,5147,19
7020,5540,19
6411,5540,19
7413,6512,19
5246,6512,19
7524,5211,19
5147,5244,19
5248,7414,19
7470,7414,19
2442,2416,19
2414,2416,19
7484,8042,19
7414,8042,19
5211,4533,19
8010,7011,19
8010,5139,19
5540,7031,19
113,113,19
7523,7524,19
3120,3130,19
5242,5233,19
5145,5233,19
6340,6110,19
6713,6522,19
7420,6720,19
6523,6720,19
6713,6720,19
5247,5212,19
7414,6712,19
7484,7230,19
7450,5261,19
7414,7260,19
3410,3420,19
7470,9271,19
8511,5246,19
1594,1594,19
2466,2451,19
2451,1589,19
5113,5113,19
2222,2125,19
5211,2212,19
5152,2710,19
6330,6210,19
7450,7523,19
7411,7523,19
1582,1531,19
1412,1412,19
7420,1120,19
130,123,19
2232,2232,19
7221,7222,19
5184,5185,19
6312,7486,19
6512,8531,18
5540,5020,18
6420,7220,18
1730,5242,18
5510,5242,18
8532,4521,18
4100,4521,18
6330,7511,18
7460,7511,18
9271,7511,18
5030,8010,18
5153,8010,18
6312,8010,18
4533,8010,18
1513,8010,18
5225,8010,18
7486,8010,18
7415,2661,18
6021,6024,18
2852,2524,18
2940,2852,18
2840,3430,18
5165,5010,18
7415,3120,18
2222,7415,18
1771,7415,18
2611,2612,18
8010,8513,18
7222,7420,18
8532,5248,18
5242,1822,18
7450,8021,18
7020,5511,18
7511,5530,18
7415,5530,18
8010,1581,18
8010,5231,18
7470,7140,18
3530,7450,18
3120,7450,18
5247,7450,18
4533,7450,18
5139,7450,18
9220,7450,18
3410,7450,18
2212,7450,18
7440,6420,18
5165,6420,18
7260,6420,18
2121,2222,18
5211,2222,18
7450,6340,18
9261,8511,18
6021,8511,18
7470,7020,18
5211,7020,18
3230,3162,18
7134,5165,18
5212,7412,18
5242,9262,18
7470,9262,18
6420,4531,18
7512,9133,18
2524,2513,18
7522,5540,18
7487,5540,18
3120,3110,18
4550,7132,18
7450,7132,18
3320,3310,18
7484,5211,18
9303,5211,18
5144,5154,18
1822,1824,18
5540,7460,18
6512,7460,18
8511,5146,18
5530,5244,18
5540,5244,18
9305,7414,18
7511,8514,18
7222,8042,18
4100,7512,18
7511,7310,18
7412,7031,18
7511,9253,18
2913,2923,18
8010,9231,18
6713,6523,18
5540,9213,18
5212,5233,18
9301,7032,18
7484,6720,18
5211,6713,18
7230,6713,18
6412,5212,18
6601,6712,18
6512,7230,18
1520,1513,18
8532,5552,18
5020,5272,18
9000,4100,18
7450,3210,18
2971,3210,18
5142,1771,18
2416,2412,18
2461,2461,18
8511,5250,18
123,123,18
2310,2310,18
4521,4524,18
6024,7487,18
6603,7222,18
7486,7222,18
8512,8531,17
5248,8531,17
9261,8030,17
7412,8030,17
5050,5020,17
7415,7220,17
8511,2442,17
5233,5242,17
4550,4521,17
5248,4521,17
7031,4521,17
5211,9305,17
7415,7511,17
7020,7511,17
7430,7511,17
2524,8010,17
8513,8010,17
9213,8010,17
7415,2121,17
2960,3530,17
2413,2466,17
2912,2852,17
2840,2852,17
7420,3320,17
2932,3320,17
2743,2743,17
5211,5222,17
5242,8512,17
5248,8512,17
3430,2924,17
5530,5010,17
2524,3120,17
6420,7415,17
4525,7420,17
5248,7420,17
7511,5248,17
5010,5248,17
7470,5248,17
6312,5248,17
8010,5245,17
5143,5245,17
8010,5050,17
1581,5530,17
6512,7484,17
5151,7484,17
2442,7450,17
9305,7450,17
2213,7450,17
2523,7450,17
6340,7450,17
5165,7450,17
6522,7450,17
2030,2523,17
5212,6420,17
5242,6603,17
5242,7440,17
2213,7440,17
8010,2222,17
7020,7470,17
5244,8511,17
9271,8511,17
1823,5142,17
7140,5144,17
6512,6330,17
6220,6330,17
2940,2862,17
7415,6312,17
2030,2811,17
7470,9133,17
5211,7413,17
5010,5540,17
9302,5540,17
8514,5540,17
8042,5540,17
9261,6512,17
5552,6512,17
7020,5211,17
6021,5211,17
2852,2875,17
7415,5241,17
3320,7460,17
5241,5244,17
7310,7414,17
5540,4533,17
7525,6411,17
1513,5139,17
3220,3230,17
5212,7524,17
8511,6021,17
2416,2413,17
8511,7032,17
5540,5243,17
6411,5212,17
7222,7230,17
1551,1513,17
5242,5261,17
7415,5552,17
1512,124,17
1589,124,17
6512,7530,17
7450,4010,17
9112,9120,17
1551,1589,17
7450,1589,17
7450,6323,17
2852,3520,17
5233,5145,17
2733,2733,17
1562,1562,17
7511,8041,17
6120,6120,17
6512,6511,17
4521,7487,17
7250,7222,17
9000,9003,17
5511,8531,16
9131,8531,16
4521,8030,16
5247,8030,16
7415,5020,16
8010,7220,16
1010,4521,16
9262,4521,16
4521,9305,16
7470,9305,16
5552,7511,16
7525,7511,16
3530,8010,16
141,8010,16
2452,8010,16
7415,3530,16
5530,9261,16
8511,9261,16
5153,6024,16
7460,6024,16
2522,2524,16
7450,2524,16
2513,2524,16
4521,2852,16
2862,2852,16
3530,3430,16
1589,1582,16
2922,2952,16
6512,8512,16
5212,8512,16
2852,2924,16
2956,2924,16
5040,5010,16
3520,3120,16
7511,7521,16
2442,7415,16
1582,7415,16
5030,7415,16
2416,7415,16
6523,7415,16
7420,4525,16
8532,7420,16
4521,5153,16
2811,5153,16
2010,5153,16
5511,5248,16
8010,5224,16
5552,5511,16
8010,2213,16
8531,5530,16
7220,7484,16
8532,7484,16
8511,7484,16
111,130,16
3614,7450,16
6412,7450,16
5143,7450,16
5244,7450,16
7230,7450,16
8514,6603,16
7031,6603,16
8030,7440,16
6420,7440,16
5540,7440,16
7484,7470,16
9133,7470,16
5211,6340,16
1822,8511,16
7420,7020,16
4531,3162,16
130,112,16
8021,9131,16
5242,7412,16
8021,9262,16
5212,9262,16
5540,4531,16
2812,2811,16
8021,9133,16
8042,9133,16
7415,5147,16
2222,5147,16
5244,5147,16
5212,5147,16
6420,5540,16
7110,7121,16
5511,6512,16
9220,6512,16
5510,6512,16
7486,6512,16
6420,5211,16
7413,5211,16
7411,5211,16
7481,5211,16
5245,5143,16
3220,5143,16
3614,5244,16
2222,2123,16
7487,8514,16
5020,4533,16
8010,6601,16
8531,7512,16
7460,7524,16
5131,1533,16
7415,6021,16
8030,9231,16
7414,6523,16
7487,7032,16
5212,5243,16
2523,4542,16
7415,6720,16
6712,6720,16
8532,5212,16
5231,5212,16
7412,6712,16
2840,5261,16
7420,7260,16
5211,7260,16
7230,7260,16
6321,4523,16
5248,9271,16
5242,5552,16
9262,5552,16
5510,5552,16
130,124,16
5211,5523,16
5242,5246,16
2464,2112,16
7220,3220,16
7415,1589,16
1512,1589,16
3230,3210,16
5211,5225,16
2221,2212,16
3110,2911,16
6512,6210,16
8010,9232,16
130,125,16
2822,2622,16
7511,7514,16
2411,2411,16
5212,5510,16
8042,7487,16
5154,5187,16
5188,5188,16
5182,5182,16
7450,9002,16
7222,7486,16
7032,8531,15
5245,8030,15
7524,8030,15
9231,8030,15
9112,8030,15
7530,8030,15
3320,7220,15
6312,5242,15
8030,4521,15
5530,4521,15
5212,4521,15
3320,8010,15
7140,8010,15
9112,8010,15
7260,8010,15
9232,8010,15
9500,8010,15
7470,9261,15
7450,2852,15
3614,3320,15
5030,3430,15
5224,1582,15
5242,5010,15
8511,5010,15
6512,5010,15
3410,5010,15
7415,2521,15
8030,7415,15
2661,7415,15
5165,7415,15
7412,7415,15
4531,7415,15
4533,7420,15
4100,7420,15
6024,5153,15
5170,5153,15
2030,5153,15
5261,5248,15
5010,5050,15
9262,8021,15
9261,5530,15
5242,6412,15
6340,6412,15
9305,7484,15
7440,7484,15
7031,7484,15
9220,7484,15
7450,1581,15
8511,5231,15
6021,7450,15
7260,7450,15
2212,7440,15
5144,7470,15
7487,7470,15
6311,6340,15
7140,8511,15
8030,7020,15
1824,5142,15
7430,5164,15
8030,9131,15
3220,5165,15
7031,7412,15
5165,6312,15
4525,2811,15
7450,9133,15
5540,7413,15
8010,5147,15
5170,5147,15
7484,5147,15
6024,5540,15
5030,5540,15
5224,5540,15
5050,5540,15
1581,5540,15
5244,5540,15
5233,5540,15
5225,5540,15
2924,2956,15
9133,6512,15
6720,7411,15
8511,3310,15
5222,5211,15
7140,5211,15
4531,5211,15
9301,5211,15
5523,5211,15
3410,5211,15
5190,5211,15
7484,7460,15
8511,7460,15
3543,3543,15
8022,7414,15
5010,7414,15
7020,7414,15
9262,7414,15
6522,7414,15
6712,7414,15
5248,8514,15
3230,3002,15
6522,6601,15
7470,6411,15
5212,6411,15
5135,5139,15
8021,7512,15
5211,7512,15
8010,7310,15
7415,7310,15
3230,7310,15
6603,7031,15
7011,7031,15
7487,7031,15
8010,9253,15
2924,2923,15
5231,5233,15
5540,5233,15
6512,7032,15
3511,7032,15
3612,4542,15
6603,6713,15
5245,5212,15
5233,5212,15
7511,7230,15
7420,7230,15
8010,5261,15
8010,7260,15
6021,6321,15
5165,4523,15
2462,2430,15
5144,2430,15
6512,5552,15
7230,7240,15
7415,5133,15
6420,9220,15
7511,7522,15
2663,1421,15
3002,3220,15
5132,1511,15
2414,2441,15
4531,4534,15
8010,6022,15
1543,1589,15
5211,3410,15
6321,3520,15
7032,3511,15
8010,5551,15
6411,7525,15
6330,6220,15
6323,6220,15
8010,7513,15
3630,3630,15
2741,2741,15
9262,5510,15
7511,7487,15
5248,7487,15
7470,7487,15
7415,7222,15
7222,7221,15
7486,4013,15
7484,8531,14
7487,8531,14
6330,8030,14
6411,8030,14
7412,7220,14
6720,7220,14
9302,5242,14
4524,4521,14
7420,9305,14
5540,9305,14
5010,7511,14
7484,7511,14
6420,7511,14
5170,8010,14
5233,8010,14
9303,8010,14
3430,3530,14
5211,3530,14
5139,6024,14
5212,6024,14
3663,2524,14
8010,5170,14
5165,5170,14
7450,2912,14
2924,3430,14
1531,1582,14
7511,8512,14
5165,5030,14
2953,2924,14
7511,5010,14
9133,5010,14
3430,2521,14
1513,1551,14
7020,7415,14
6512,7415,14
4533,7415,14
7450,4525,14
7132,4525,14
5242,7420,14
5530,7420,14
6720,7420,14
5147,5153,14
8030,5248,14
5552,5248,14
1582,5224,14
5530,5224,14
2125,2522,14
1771,1822,14
5530,5245,14
8531,5511,14
2211,5247,14
6312,6412,14
7411,7484,14
6110,7484,14
4100,9000,14
5156,7450,14
7110,7450,14
5153,2523,14
4544,2523,14
7511,6420,14
7414,6603,14
7484,7440,14
5211,7440,14
7487,7440,14
5540,2222,14
9305,7470,14
5511,7470,14
6420,8511,14
5147,8511,14
6720,8511,14
5261,8511,14
6512,7020,14
7414,7020,14
5147,5164,14
7260,5164,14
6420,5165,14
6603,7412,14
5511,6330,14
5530,6330,14
6210,6330,14
9272,9262,14
5510,9262,14
2852,4531,14
7415,4531,14
3120,6312,14
6512,9133,14
8511,7413,14
5020,5540,14
7412,5540,14
5147,5540,14
6024,7121,14
2862,2956,14
7460,6512,14
5244,6512,14
6411,6512,14
5261,6512,14
6711,6512,14
7415,7411,14
6603,7411,14
7524,7411,14
8022,5211,14
9305,5211,14
1584,5211,14
8514,5211,14
1513,5211,14
1511,5211,14
7486,5211,14
5211,5154,14
7523,7460,14
7450,5244,14
5530,7414,14
2524,2416,14
6512,8514,14
7414,8514,14
7487,8042,14
7420,4533,14
4534,4533,14
8531,7011,14
7415,6411,14
8512,7512,14
8042,7512,14
7487,7310,14
4521,7031,14
7411,7031,14
5512,5512,14
3210,3230,14
2320,3161,14
2953,2923,14
5020,6021,14
6024,6021,14
5540,6021,14
4521,2931,14
7484,6523,14
7450,6523,14
5211,9213,14
4521,4522,14
7415,7032,14
7522,7032,14
6330,6522,14
2812,4542,14
7511,5212,14
5224,5212,14
9262,5212,14
7487,5212,14
7484,6712,14
8010,1513,14
8511,9271,14
7511,5552,14
5551,5552,14
2666,2666,14
5212,7530,14
7450,7430,14
7487,7430,14
3120,3330,14
5050,5151,14
5211,9303,14
2911,3410,14
5540,2212,14
7511,3511,14
3530,3511,14
5114,7210,14
2735,2735,14
5211,7525,14
5540,7523,14
5115,5115,14
1752,1752,14
202,202,14
2624,2624,14
9305,7487,14
7411,7487,14
9231,7487,14
5212,7487,14
5165,5184,14
5147,7222,14
7240,7222,14
9251,7222,14
9305,8531,13
7440,8030,13
7413,8030,13
7470,5020,13
7210,7220,13
7484,2442,13
8531,5242,13
5147,5242,13
5552,5242,13
6512,4521,13
7460,4521,13
6411,4521,13
5246,4521,13
5510,4521,13
9002,4521,13
8511,9305,13
142,9305,13
7414,9305,13
5247,7511,13
2852,8010,13
9220,8010,13
5190,8010,13
9002,8010,13
3220,3530,13
6323,3530,13
8531,9261,13
8030,9261,13
5511,9261,13
6512,9261,13
130,6024,13
7132,6024,13
5146,6024,13
1513,6024,13
2430,2466,13
2416,2524,13
2852,2912,13
9261,8532,13
7460,8532,13
9272,8532,13
7484,3320,13
3230,3320,13
7450,1582,13
5211,1582,13
1513,1582,13
2523,2812,13
2811,2812,13
5182,5030,13
8532,7415,13
7460,7415,13
6021,7415,13
7110,7415,13
2971,7415,13
5211,8513,13
2523,5153,13
5510,5248,13
5540,5224,13
5142,1822,13
9131,8021,13
7412,5511,13
5530,5247,13
8010,141,13
130,141,13
5224,5530,13
5246,5530,13
2213,7484,13
6712,7484,13
8010,8520,13
7140,7450,13
2811,7450,13
7250,7450,13
6523,7450,13
5233,7450,13
7430,7450,13
2971,7450,13
2521,2523,13
5242,6420,13
7412,6420,13
9220,6420,13
5186,6420,13
8030,6603,13
6420,6603,13
5248,7440,13
5147,2222,13
2125,2222,13
5244,7470,13
6411,7470,13
5243,7470,13
6412,6340,13
5010,8511,13
5245,8511,13
6330,8511,13
5250,8511,13
7415,7020,13
3320,3162,13
3210,3162,13
7415,5165,13
7450,5165,13
5114,5165,13
7220,7412,13
5242,4531,13
3320,4531,13
5242,9133,13
5530,9133,13
7487,7413,13
7220,5147,13
5156,5147,13
2464,5147,13
5190,5147,13
7484,5540,13
7413,5540,13
7414,5540,13
3210,3110,13
7440,6512,13
6210,6512,13
7523,7411,13
7487,7411,13
1511,5132,13
3162,3310,13
1822,5211,13
6340,5211,13
7412,5211,13
7512,5211,13
2212,5211,13
7450,5143,13
2840,2875,13
5187,5154,13
2852,2922,13
5242,7460,13
5212,7460,13
7522,7460,13
7512,7414,13
6713,7414,13
5261,7414,13
2521,2416,13
7220,8042,13
6603,8042,13
9133,8042,13
3320,3002,13
7414,6601,13
5211,7011,13
7031,7011,13
5010,6411,13
7450,5139,13
7513,7512,13
5211,7310,13
5242,7031,13
8532,7031,13
8511,7031,13
6522,6523,13
5211,7032,13
7460,7032,13
7511,6522,13
6024,6522,13
4544,4542,13
8030,6720,13
8531,5212,13
5241,5212,13
7460,5212,13
6522,6712,13
2224,2225,13
5138,1520,13
5132,1513,13
5147,5261,13
6512,7260,13
4525,4523,13
5242,9271,13
8010,5523,13
5540,5523,13
7450,7530,13
124,1512,13
9272,7134,13
2952,2722,13
8010,9220,13
7440,9220,13
2212,9220,13
5020,7522,13
7511,7430,13
8010,4545,13
2924,2953,13
5540,5225,13
7420,4511,13
7450,6210,13
7524,7523,13
5124,5124,13
6340,6311,13
2442,5232,13
4511,2330,13
8532,5510,13
6420,7487,13
9262,7487,13
4531,7487,13
6720,7487,13
5510,7487,13
5147,5190,13
5211,5190,13
5186,5187,13
8511,7222,13
6601,7222,13
3210,5186,13
5147,5185,13
8010,7486,13
6512,7486,13
5247,8531,12
9262,8531,12
7414,8531,12
7524,8531,12
9305,8030,12
7450,5020,12
5040,5020,12
4010,7220,12
5245,5242,12
9262,5242,12
5242,4521,12
2523,4521,12
7412,4521,12
8042,4521,12
5552,4521,12
5551,7511,12
8520,8010,12
2523,8010,12
5142,8010,12
2811,8010,12
5143,8010,12
6713,8010,12
1520,8010,12
5248,9261,12
9000,6024,12
6110,6024,12
5155,2466,12
5020,2852,12
2524,2852,12
5147,5170,12
1822,1772,12
7310,8532,12
3430,3611,12
5244,3611,12
2852,2940,12
2862,2940,12
2912,3320,12
7222,3320,12
7415,8512,12
8010,5030,12
7484,2521,12
5153,7415,12
5511,7415,12
7011,7415,12
3230,7415,12
2320,7415,12
5540,8513,12
9262,7420,12
4523,7420,12
5248,5153,12
8512,5248,12
7415,5248,12
5164,5248,12
1586,1584,12
5246,5245,12
2931,5166,12
8030,5511,12
5248,5511,12
7470,5511,12
9262,5511,12
5512,5511,12
5211,2213,12
6411,5530,12
8010,6412,12
7470,6412,12
6411,6412,12
6330,7484,12
6713,7484,12
6024,9000,12
7470,9000,12
5224,7450,12
5050,7450,12
7011,7450,12
7032,7450,12
5243,7450,12
4010,7450,12
7513,7450,12
5530,6420,12
7487,6420,12
7411,6603,12
6522,6603,12
6712,6603,12
5261,7440,12
2213,2222,12
9261,7470,12
7411,7470,12
7414,7470,12
8514,7470,12
5540,6340,12
5224,8511,12
1581,8511,12
5243,8511,12
7230,8511,12
1513,8511,12
7222,8511,12
5530,7020,12
7415,5142,12
5165,5164,12
3002,5164,12
8010,112,12
5248,112,12
8531,9131,12
8511,9131,12
5540,5165,12
3410,5165,12
8532,7412,12
8042,7412,12
5247,6330,12
7440,6330,12
5511,9262,12
9133,9262,12
9305,4531,12
3110,4531,12
5212,4531,12
4010,4531,12
2852,2862,12
8010,6312,12
5030,6312,12
7484,6312,12
3430,2811,12
9305,9133,12
5010,9133,12
8030,2211,12
8030,7413,12
1533,5131,12
2213,5147,12
7470,5147,12
3430,2513,12
8022,5540,12
7440,5540,12
2222,5540,12
4531,5540,12
2212,5540,12
5134,5540,12
5155,2414,12
2852,2956,12
2940,2956,12
3320,2956,12
2952,2956,12
7470,6512,12
7524,6512,12
5248,7411,12
5530,7411,12
5222,5132,12
2852,5211,12
8512,5211,12
1824,5211,12
5146,5211,12
9302,5211,12
2452,5211,12
2710,5152,12
2874,5154,12
2952,2922,12
7415,7460,12
5552,7460,12
5212,9302,12
5145,9302,12
6330,7414,12
7460,7414,12
7031,7414,12
2951,3001,12
6512,8042,12
5248,4533,12
5540,6601,12
5540,7011,12
7414,7011,12
6024,6411,12
5530,6411,12
5212,5139,12
5164,7250,12
8532,7310,12
5147,7310,12
7430,7310,12
8531,7524,12
6411,7524,12
5010,6021,12
7470,6021,12
6411,6021,12
5530,9213,12
8531,7032,12
5552,7032,12
5211,6522,12
5242,6720,12
5030,5212,12
8010,9112,12
7411,6712,12
5211,7481,12
7414,7230,12
7522,7230,12
1533,1520,12
5211,1513,12
7415,4523,12
5165,9272,12
6512,9271,12
7134,9271,12
6340,6322,12
5224,5552,12
7450,5246,12
5147,5246,12
7222,7240,12
5540,7134,12
9271,7134,12
4010,4100,12
4200,4100,12
6312,5133,12
7415,2112,12
6512,9220,12
3350,3350,12
2452,2451,12
9252,9251,12
7415,2932,12
4542,4534,12
7430,1589,12
3220,3210,12
8010,9303,12
2952,3410,12
5244,2621,12
7440,2212,12
5540,5134,12
1596,5134,12
8030,7523,12
7460,7523,12
1513,1531,12
5271,5274,12
2665,2665,12
1715,1715,12
1430,1430,12
1588,1588,12
9262,6120,12
8531,9500,12
7415,7487,12
5530,7487,12
7413,7487,12
7450,5187,12
5211,5187,12
4521,7222,12
6713,7222,12
3230,5186,12
5187,5186,12
4012,4013,12
7440,7486,12
9271,8531,11
7220,8030,11
3320,8030,11
6420,8030,11
6603,8030,11
9131,8030,11
6720,8030,11
9271,8030,11
9220,8030,11
7470,8022,11
7522,7220,11
3310,2442,11
7460,5242,11
6021,4521,11
7487,9305,11
7414,7511,11
7487,7511,11
5227,8010,11
5131,8010,11
9302,8010,11
9253,8010,11
7481,8010,11
9301,8010,11
4010,8010,11
9132,8010,11
5187,8010,11
2222,2121,11
7482,2121,11
3511,3530,11
7131,7131,11
5242,6024,11
7414,6024,11
5261,6024,11
2956,2524,11
5248,5170,11
7412,8532,11
7450,3611,11
7415,3320,11
5211,3430,11
8513,8512,11
7470,8512,11
5552,8512,11
5153,5030,11
7470,5010,11
5020,7415,11
6340,7415,11
9262,7415,11
5263,7415,11
6024,4525,11
5010,7420,11
6420,7420,11
7020,7420,11
3162,7420,11
7011,7420,11
2612,5153,11
5144,5153,11
5540,5153,11
5152,5153,11
5190,5153,11
4521,1010,11
1822,1823,11
7412,5248,11
7222,5248,11
5242,5224,11
2872,2522,11
5242,5245,11
5242,8021,11
5248,8021,11
9133,8021,11
6512,8021,11
5212,8021,11
5551,8021,11
9261,5511,11
7450,5511,11
6330,5511,11
7484,2213,11
7440,2213,11
5147,2213,11
9220,2213,11
5248,7484,11
5511,7484,11
6420,7484,11
2222,7484,11
7460,7484,11
112,111,11
7470,1581,11
5211,8520,11
8010,9000,11
1823,7450,11
7132,7450,11
6712,7450,11
7523,7450,11
6330,6420,11
5184,6420,11
5248,6603,11
8042,6603,11
6713,6603,11
8010,7440,11
2222,7440,11
7484,2222,11
8022,7470,11
5147,7470,11
8042,7470,11
1513,7470,11
4523,7470,11
2442,8511,11
9305,8511,11
9131,8511,11
7011,8511,11
5242,7020,11
8514,7020,11
6021,7020,11
7210,5164,11
5211,9131,11
2922,5165,11
8531,7412,11
4521,7412,11
5248,7412,11
7484,6330,11
6720,6330,11
6120,9262,11
2112,5156,11
6412,6312,11
5147,6312,11
2414,6312,11
2862,2811,11
5211,5131,11
5242,5147,11
9305,5540,11
5139,5540,11
7031,5540,11
7524,5540,11
7530,5540,11
2524,3110,11
6024,7132,11
6312,7132,11
5030,2511,11
8531,6512,11
5030,6512,11
2213,6512,11
7140,6512,11
7260,6512,11
3410,6512,11
3430,3310,11
5146,3310,11
2121,5211,11
5131,5211,11
7031,5211,11
9213,5211,11
5170,5154,11
5246,5154,11
7450,3150,11
7511,7460,11
5248,7460,11
9271,7460,11
8532,5146,11
5248,9302,11
3611,5244,11
5245,5244,11
7470,5244,11
2030,5244,11
5151,5244,11
5245,7414,11
9231,7414,11
5212,7414,11
7260,7414,11
7415,2416,11
2420,2416,11
8513,8514,11
7470,8514,11
9133,8514,11
5146,8514,11
5212,8514,11
7530,7512,11
5551,7512,11
7320,7310,11
7415,7031,11
3162,3230,11
5242,7524,11
7420,7524,11
5248,7524,11
8021,7524,11
5530,7524,11
7530,7524,11
7450,1533,11
7511,6021,11
6522,6521,11
6601,6523,11
7470,9213,11
5540,7032,11
8010,5243,11
6603,6522,11
5540,6522,11
1542,1542,11
4534,4542,11
7411,6720,11
5212,6720,11
7222,6720,11
8511,6713,11
7420,5212,11
8021,5212,11
9271,5212,11
2212,9240,11
7412,9112,11
7140,9301,11
7415,5261,11
5248,5261,11
6412,5261,11
7415,7260,11
3002,7260,11
5184,7260,11
7450,6321,11
7511,4523,11
9262,9272,11
5244,5552,11
8532,7530,11
5540,7530,11
6512,5246,11
2121,2112,11
1589,1587,11
7415,9220,11
7470,2420,11
8030,7522,11
8511,7522,11
5121,1571,11
3001,3220,11
6603,7430,11
3230,2971,11
3162,3210,11
5211,6323,11
5164,5114,11
8030,9252,11
5530,6210,11
9231,9232,11
4521,7525,11
6340,6010,11
7450,7513,11
