"","StartIndst","FinalIndst","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"1242","4771","7022",-0.144932305639168,"Clothing","Business, other management","Specialised retail - other","Head offices; mgment consultancy","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",24
"1243","8690","7022",-0.387945970220003,"Other","Business, other management","Human health activities","Head offices; mgment consultancy","Government administrative functions, Education, Health","Business services",10
"1244","6910","7022",0.400532414136727,"Legal activities","Business, other management","Legal and accounting activities","Head offices; mgment consultancy","Business services ","Business services",14
"1245","6920","7022",0.517907262271604,"Accounting, auditing; tax consltcy","Business, other management","Legal and accounting activities","Head offices; mgment consultancy","Business services","Business services",35
"1246","5630","7022",-0.316738053858286,"Beverage serving","Business, other management","Food, beverage service","Head offices; mgment consultancy","Other Service activities","Business services",14
"1247","8899","7022",-0.36091852698798,"Other","Business, other management","Non residential social work","Head offices; mgment consultancy","Government administrative functions, Education, Health","Business services",10
"1248","7112","7022",0.680895600987295,"Engineering/tech consultancy","Business, other management","Architectural, eng/tech testing","Head offices; mgment consultancy","Business services","Business services",46
"1249","8110","7022",0.0262187458048842,"Combined facilities support","Business, other management","Buildings, landscape activities","Head offices; mgment consultancy","Business services","Business services",10
"1250","5510","7022",-0.105321122514235,"Hotels and similar","Business, other management","Accommodation","Head offices; mgment consultancy","Other Service activities","Business services",10
"1251","6202","7022",0.519027796581728,"Consultancy activities","Business, other management","Computer programming, consultancy","Head offices; mgment consultancy","Information and Communication","Business services",34
"1252","6190","7022",0.383568915987527,"Other","Business, other management","Telecommunications","Head offices; mgment consultancy","Information and Communication","Business services",10
"1253","7022","7022",1,"Business, other management","Business, other management","Head offices; mgment consultancy","Head offices; mgment consultancy","Business services","Business services",481
"1254","6622","7022",0.521375623488218,"Insurance agents/brokers activities","Business, other management","Auxiliary financial services","Head offices; mgment consultancy","Business services","Business services",18
"1255","8220","7022",0.931872772020856,"Activities of call centres","Business, other management","Office admin, business support","Head offices; mgment consultancy","Business services","Business services",388
"1256","7010","7022",0.283554765699785,"Head office activities","Business, other management","Head offices; mgment consultancy","Head offices; mgment consultancy","Business services","Business services",13
"1257","8559","7022",0.348414904217806,"Other education nec","Business, other management","Other education","Head offices; mgment consultancy","Government administrative functions, Education, Health","Business services",22
"1258","6201","7022",0.575618915865362,"Programming activities","Business, other management","Computer programming, consultancy","Head offices; mgment consultancy","Information and Communication","Business services",13
"1259","4299","7022",0.396310610417448,"Other civil engineering nec","Business, other management","Civil engineering","Head offices; mgment consultancy","Construction (including development of real estate)","Business services",10
"1260","9700","7022",0.119210807200398,"Households as employers","Business, other management","Domestic personnel employment","Head offices; mgment consultancy","Other Service activities","Business services",10
"1261","6209","7022",0.672610148992996,"Other","Business, other management","Computer programming, consultancy","Head offices; mgment consultancy","Information and Communication","Business services",10
"1262","6619","7022",0.69424402121692,"Other financial services","Business, other management","Auxiliary financial services","Head offices; mgment consultancy","Business services","Business services",24
"1263","8299","7022",0.481586012912721,"Other","Business, other management","Office admin, business support","Head offices; mgment consultancy","Business services","Business services",27
"1264","7311","7022",0.722364682836547,"Advertising agencies","Business, other management","Advertising,market research","Head offices; mgment consultancy","Business services","Business services",16
"1265","6492","7022",0.745440681754109,"Other credit granting","Business, other management","Financial, insurance, pension","Head offices; mgment consultancy","Business services","Business services",14
"1266","7810","7022",0.324530700284312,"Employment placement agencies","Business, other management","Employment activities","Head offices; mgment consultancy","Business services","Business services",14
"1267","6120","7022",0.784287330190053,"Wireless telecomms activities","Business, other management","Telecommunications","Head offices; mgment consultancy","Information and Communication","Business services",10
"1268","7490","7022",0.7326729227605,"Other","Business, other management","Other professional, scientific/tech","Head offices; mgment consultancy","Business services","Business services",14
"1269","5814","7022",0.884563294512376,"Journals, periodicals","Business, other management","Publishing activities","Head offices; mgment consultancy","Information and Communication","Business services",15
"1270","2562","7022",0.933588058791735,"Machining","Business, other management","Other fabricated metal products","Head offices; mgment consultancy","All other Manufacturing","Business services",49
"1271","1085","7022",0.841444669196315,"Prepared meals and dishes","Business, other management","Food products - other","Head offices; mgment consultancy","Manufacture food, drink, tobacco","Business services",13
"1272","8610","8010",-0.43712095756464,"Hospital activities","Private security","Human health activities","Security, investigation activities","Government administrative functions, Education, Health","Business services",14
"1273","4711","8010",0.00891746859273968,"Food, beverages, tobacco mainly","Private security","Non specialised retail stores","Security, investigation activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",43
"1274","5610","8010",-0.289337243130515,"Restaurants, mobile food service","Private security","Food, beverage service","Security, investigation activities","Other Service activities","Business services",15
"1275","8424","8010",0.300145101079164,"Police, public order, safety activ.","Private security","Central/Local Gov. administration","Security, investigation activities","Government administrative functions, Education, Health","Business services",10
"1276","7820","8010",-0.0907269005090137,"Temporary employment agencies","Private security","Employment activities","Security, investigation activities","Business services","Business services",24
"1277","8411","8010",-0.259114746929594,"General public administration","Private security","Central/Local Gov. administration","Security, investigation activities","Government administrative functions, Education, Health","Business services",10
"1278","8121","8010",0.718392223262188,"General cleaning of buildings","Private security","Buildings, landscape activities","Security, investigation activities","Business services","Business services",63
"1279","5630","8010",-0.105229731217252,"Beverage serving","Private security","Food, beverage service","Security, investigation activities","Other Service activities","Business services",11
"1280","8110","8010",0.845229250591002,"Combined facilities support","Private security","Buildings, landscape activities","Security, investigation activities","Business services","Business services",35
"1281","5510","8010",0.227075800040274,"Hotels and similar","Private security","Accommodation","Security, investigation activities","Other Service activities","Business services",12
"1282","8423","8010",0.562837799275176,"Justice, judicial activities","Private security","Central/Local Gov. administration","Security, investigation activities","Government administrative functions, Education, Health","Business services",10
"1283","8010","8010",1,"Private security","Private security","Security, investigation activities","Security, investigation activities","Business services","Business services",468
"1284","5629","8010",0.58115186080246,"Other food service","Private security","Food, beverage service","Security, investigation activities","Other Service activities","Business services",12
"1285","7010","8010",0.506848589526917,"Head office activities","Private security","Head offices; mgment consultancy","Security, investigation activities","Business services","Business services",10
"1286","8299","8010",0.429341047721143,"Other","Private security","Office admin, business support","Security, investigation activities","Business services","Business services",10
"1287","9312","8010",0.781813928203901,"Activities of sport clubs","Private security","Sports activities and recreation","Security, investigation activities","Other Service activities","Business services",32
"1288","4711","4673",-0.135508229716789,"Food, beverages, tobacco mainly","Wood, construction, sanitary equip","Non specialised retail stores","Other wholesale","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",26
"1289","7820","4673",0.0762413052878028,"Temporary employment agencies","Wood, construction, sanitary equip","Employment activities","Other wholesale","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",34
"1290","4941","4673",0.710485744592221,"Road freight transport","Wood, construction, sanitary equip","Land, pipeline transport","Other wholesale","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1291","4673","4673",1,"Wood, construction, sanitary equip","Wood, construction, sanitary equip","Other wholesale","Other wholesale","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",454
"1292","5210","4673",0.638295194385649,"Warehousing and storage","Wood, construction, sanitary equip","Warehousing, transport support","Other wholesale","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1293","7010","4673",0.616308277907859,"Head office activities","Wood, construction, sanitary equip","Head offices; mgment consultancy","Other wholesale","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1294","4752","4673",0.86110849472475,"Hardware, paints, glass","Wood, construction, sanitary equip","Specialised retail - household","Other wholesale","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",28
"1295","4759","4673",0.879599850714451,"Furniture, lighting, other","Wood, construction, sanitary equip","Specialised retail - household","Other wholesale","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",13
"1296","4674","4673",0.975736890653609,"Hardware, plumbing, heating equip","Wood, construction, sanitary equip","Other wholesale","Other wholesale","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",44
"1297","2223","4673",0.962807860653662,"Builders' ware of plastic","Wood, construction, sanitary equip","Rubber and plastic products","Other wholesale","All other Manufacturing","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1298","2030","4673",0.986434659445118,"Paints, varnishes, printing ink etc","Wood, construction, sanitary equip","Chemicals, chemical products","Other wholesale","Manufacture coke, petroleum, chemicals, pharmaceuticals","Wholesale and retail,motor vehicle repair,sale of fuel",28
"1299","1623","4673",0.971458297654555,"Other builders  carpentry, joinery","Wood, construction, sanitary equip","Wood,cork, straw,plaiting materials","Other wholesale","All other Manufacturing","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1300","1629","4673",0.991519957599788,"Other products","Wood, construction, sanitary equip","Wood,cork, straw,plaiting materials","Other wholesale","All other Manufacturing","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1301","4711","5210",-0.0928410273852127,"Food, beverages, tobacco mainly","Warehousing and storage","Non specialised retail stores","Warehousing, transport support","Wholesale and retail,motor vehicle repair,sale of fuel","Transportation and Storage",30
"1302","5610","5210",-0.292970174248339,"Restaurants, mobile food service","Warehousing and storage","Food, beverage service","Warehousing, transport support","Other Service activities","Transportation and Storage",10
"1303","7820","5210",0.633670818232186,"Temporary employment agencies","Warehousing and storage","Employment activities","Warehousing, transport support","Business services","Transportation and Storage",182
"1304","6920","5210",0.369085899998453,"Accounting, auditing; tax consltcy","Warehousing and storage","Legal and accounting activities","Warehousing, transport support","Business services","Transportation and Storage",14
"1305","4941","5210",0.89990100513031,"Road freight transport","Warehousing and storage","Land, pipeline transport","Warehousing, transport support","Transportation and Storage","Transportation and Storage",34
"1306","4673","5210",0.638295194385649,"Wood, construction, sanitary equip","Warehousing and storage","Other wholesale","Warehousing, transport support","Wholesale and retail,motor vehicle repair,sale of fuel","Transportation and Storage",10
"1307","5210","5210",1,"Warehousing and storage","Warehousing and storage","Warehousing, transport support","Warehousing, transport support","Transportation and Storage","Transportation and Storage",448
"1308","5320","5210",0.819512817953472,"Other","Warehousing and storage","Postal, courier activities","Warehousing, transport support","Transportation and Storage","Transportation and Storage",10
"1309","4791","5210",0.883465028632497,"Via mail order houses, Internet","Warehousing and storage","Other retail","Warehousing, transport support","Wholesale and retail,motor vehicle repair,sale of fuel","Transportation and Storage",19
"1310","4646","5210",0.904603400320381,"Pharmaceutical goods","Warehousing and storage","Household goods wholesale","Warehousing, transport support","Wholesale and retail,motor vehicle repair,sale of fuel","Transportation and Storage",10
"1311","7810","5210",0.637457067842593,"Employment placement agencies","Warehousing and storage","Employment activities","Warehousing, transport support","Business services","Transportation and Storage",15
"1312","5229","5210",0.908490275417211,"Other support activities","Warehousing and storage","Warehousing, transport support","Warehousing, transport support","Transportation and Storage","Transportation and Storage",14
"1313","4634","5210",0.947531354993201,"Beverages","Warehousing and storage","Food, beverages, tobacco wholesale","Warehousing, transport support","Wholesale and retail,motor vehicle repair,sale of fuel","Transportation and Storage",13
"1314","8610","5629",-0.599447869797722,"Hospital activities","Other food service","Human health activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",10
"1315","8520","5629",-0.20970859485108,"Primary","Other food service","Education","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",68
"1316","4711","5629",-0.245282476146172,"Food, beverages, tobacco mainly","Other food service","Non specialised retail stores","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",32
"1317","5610","5629",0.306749372000118,"Restaurants, mobile food service","Other food service","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",58
"1318","7820","5629",-0.116121816132044,"Temporary employment agencies","Other food service","Employment activities","Food, beverage service","Business services","Other Service activities",37
"1319","8121","5629",0.637156546592724,"General cleaning of buildings","Other food service","Buildings, landscape activities","Food, beverage service","Business services","Other Service activities",89
"1320","8542","5629",-0.204185050522407,"Tertiary","Other food service","Education","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",10
"1321","4771","5629",-0.178131431455515,"Clothing","Other food service","Specialised retail - other","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",15
"1322","5630","5629",0.274799114578366,"Beverage serving","Other food service","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",32
"1323","8531","5629",-0.0995128155364911,"General secondary","Other food service","Education","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",16
"1324","8810","5629",-0.056040453626018,"Elderly, disabled","Other food service","Non residential social work","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",10
"1325","8110","5629",0.419737220233328,"Combined facilities support","Other food service","Buildings, landscape activities","Food, beverage service","Business services","Other Service activities",38
"1326","5510","5629",0.1971050820357,"Hotels and similar","Other food service","Accommodation","Food, beverage service","Other Service activities","Other Service activities",19
"1327","8710","5629",0.160936339319323,"Residential nursing care","Other food service","Residential care activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",17
"1328","8010","5629",0.58115186080246,"Private security","Other food service","Security, investigation activities","Food, beverage service","Business services","Other Service activities",32
"1329","5629","5629",1,"Other food service","Other food service","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",413
"1330","8730","5629",-0.000658014015087594,"Elderly, disabled","Other food service","Residential care activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",10
"1331","8220","5629",0.474492164773341,"Activities of call centres","Other food service","Office admin, business support","Food, beverage service","Business services","Other Service activities",21
"1332","7010","5629",0.496043935819048,"Head office activities","Other food service","Head offices; mgment consultancy","Food, beverage service","Business services","Other Service activities",12
"1333","5621","5629",0.936804944346921,"Event catering","Other food service","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",123
"1334","8520","5310",-0.490541619458117,"Primary","Under universal service obligation","Education","Postal, courier activities","Government administrative functions, Education, Health","Transportation and Storage",10
"1335","4711","5310",0.218576234058469,"Food, beverages, tobacco mainly","Under universal service obligation","Non specialised retail stores","Postal, courier activities","Wholesale and retail,motor vehicle repair,sale of fuel","Transportation and Storage",29
"1336","5610","5310",0.143639205607755,"Restaurants, mobile food service","Under universal service obligation","Food, beverage service","Postal, courier activities","Other Service activities","Transportation and Storage",16
"1337","7820","5310",-0.00496964998759556,"Temporary employment agencies","Under universal service obligation","Employment activities","Postal, courier activities","Business services","Transportation and Storage",16
"1338","5630","5310",0.307019316186829,"Beverage serving","Under universal service obligation","Food, beverage service","Postal, courier activities","Other Service activities","Transportation and Storage",11
"1339","5310","5310",1,"Under universal service obligation","Under universal service obligation","Postal, courier activities","Postal, courier activities","Transportation and Storage","Transportation and Storage",411
"1340","8520","6622",-0.634790024490443,"Primary","Insurance agents/brokers activities","Education","Auxiliary financial services","Government administrative functions, Education, Health","Business services",10
"1341","4711","6622",-0.251231487063913,"Food, beverages, tobacco mainly","Insurance agents/brokers activities","Non specialised retail stores","Auxiliary financial services","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",19
"1342","5610","6622",-0.134432497852282,"Restaurants, mobile food service","Insurance agents/brokers activities","Food, beverage service","Auxiliary financial services","Other Service activities","Business services",15
"1343","6419","6622",0.242021715781564,"Other monetary intermediation","Insurance agents/brokers activities","Financial, insurance, pension","Auxiliary financial services","Business services","Business services",13
"1344","7820","6622",-0.259199477626589,"Temporary employment agencies","Insurance agents/brokers activities","Employment activities","Auxiliary financial services","Business services","Business services",11
"1345","4771","6622",0.130885176549086,"Clothing","Insurance agents/brokers activities","Specialised retail - other","Auxiliary financial services","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",14
"1346","5630","6622",0.0569092808610198,"Beverage serving","Insurance agents/brokers activities","Food, beverage service","Auxiliary financial services","Other Service activities","Business services",11
"1347","8810","6622",0.142182840100941,"Elderly, disabled","Insurance agents/brokers activities","Non residential social work","Auxiliary financial services","Government administrative functions, Education, Health","Business services",10
"1348","7022","6622",0.521375623488218,"Business, other management","Insurance agents/brokers activities","Head offices; mgment consultancy","Auxiliary financial services","Business services","Business services",16
"1349","6622","6622",1,"Insurance agents/brokers activities","Insurance agents/brokers activities","Auxiliary financial services","Auxiliary financial services","Business services","Business services",410
"1350","8220","6622",0.55724467991315,"Activities of call centres","Insurance agents/brokers activities","Office admin, business support","Auxiliary financial services","Business services","Business services",10
"1351","6512","6622",0.914477587159508,"Non-life insurance","Insurance agents/brokers activities","Financial, insurance, pension","Auxiliary financial services","Business services","Business services",41
"1352","6619","6622",0.770916773759413,"Other financial services","Insurance agents/brokers activities","Auxiliary financial services","Auxiliary financial services","Business services","Business services",10
"1353","6629","6622",0.9794668973509,"Other insurance & pension services","Insurance agents/brokers activities","Auxiliary financial services","Auxiliary financial services","Business services ","Business services",139
"1354","6511","6622",0.949030583132953,"Life insurance","Insurance agents/brokers activities","Financial, insurance, pension","Auxiliary financial services","Business services","Business services",11
"1355","8610","8730",0.140369706304468,"Hospital activities","Elderly, disabled","Human health activities","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",76
"1356","8520","8730",-0.177888133977901,"Primary","Elderly, disabled","Education","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",86
"1357","4711","8730",-0.357900818465962,"Food, beverages, tobacco mainly","Elderly, disabled","Non specialised retail stores","Residential care activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",43
"1358","5610","8730",-0.311961986587735,"Restaurants, mobile food service","Elderly, disabled","Food, beverage service","Residential care activities","Other Service activities","Government administrative functions, Education, Health",31
"1359","7820","8730",-0.0163120140263981,"Temporary employment agencies","Elderly, disabled","Employment activities","Residential care activities","Business services","Government administrative functions, Education, Health",51
"1360","8411","8730",-0.369644011848335,"General public administration","Elderly, disabled","Central/Local Gov. administration","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",17
"1361","8121","8730",-0.00760501393924569,"General cleaning of buildings","Elderly, disabled","Buildings, landscape activities","Residential care activities","Business services","Government administrative functions, Education, Health",33
"1362","4771","8730",-0.373721311655846,"Clothing","Elderly, disabled","Specialised retail - other","Residential care activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",13
"1363","8690","8730",0.255537974319274,"Other","Elderly, disabled","Human health activities","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",37
"1364","6920","8730",-0.150751420240117,"Accounting, auditing; tax consltcy","Elderly, disabled","Legal and accounting activities","Residential care activities","Business services","Government administrative functions, Education, Health",10
"1365","5630","8730",-0.123321838591551,"Beverage serving","Elderly, disabled","Food, beverage service","Residential care activities","Other Service activities","Government administrative functions, Education, Health",22
"1366","4719","8730",-0.14441634042736,"Other non specialised","Elderly, disabled","Non specialised retail stores","Residential care activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",14
"1367","8899","8730",0.301812289775162,"Other","Elderly, disabled","Non residential social work","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",56
"1368","8810","8730",0.71473158274561,"Elderly, disabled","Elderly, disabled","Non residential social work","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",180
"1369","5510","8730",-0.00700910050107737,"Hotels and similar","Elderly, disabled","Accommodation","Residential care activities","Other Service activities","Government administrative functions, Education, Health",17
"1370","6820","8730",0.46749076623929,"Renting, operating own or leased ","Elderly, disabled","Real estate activities","Residential care activities","Business services ","Government administrative functions, Education, Health",23
"1371","8790","8730",0.761420417109419,"Other","Elderly, disabled","Residential care activities","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",135
"1372","8710","8730",0.784575576647158,"Residential nursing care","Elderly, disabled","Residential care activities","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",186
"1373","5629","8730",-0.000658014015087594,"Other food service","Elderly, disabled","Food, beverage service","Residential care activities","Other Service activities","Government administrative functions, Education, Health",13
"1374","8730","8730",1,"Elderly, disabled","Elderly, disabled","Residential care activities","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",406
"1375","8891","8730",0.0865209204692775,"Child day-care","Elderly, disabled","Non residential social work","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1376","9700","8730",0.525017600502338,"Households as employers","Elderly, disabled","Domestic personnel employment","Residential care activities","Other Service activities","Government administrative functions, Education, Health",25
"1377","8299","8730",0.0443388987778229,"Other","Elderly, disabled","Office admin, business support","Residential care activities","Business services","Government administrative functions, Education, Health",15
"1378","8720","8730",0.765699932706025,"Learning, mental, substance abuse","Elderly, disabled","Residential care activities","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",15
"1379","8610","8891",-0.4440398947243,"Hospital activities","Child day-care","Human health activities","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",25
"1380","8520","8891",0.407855390684095,"Primary","Child day-care","Education","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",198
"1381","4711","8891",0.0196285543846456,"Food, beverages, tobacco mainly","Child day-care","Non specialised retail stores","Non residential social work","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",68
"1382","5610","8891",0.0145932327004265,"Restaurants, mobile food service","Child day-care","Food, beverage service","Non residential social work","Other Service activities","Government administrative functions, Education, Health",49
"1383","7820","8891",-0.395723477706231,"Temporary employment agencies","Child day-care","Employment activities","Non residential social work","Business services","Government administrative functions, Education, Health",20
"1384","8411","8891",-0.224102602063839,"General public administration","Child day-care","Central/Local Gov. administration","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1385","8121","8891",-0.288846910693199,"General cleaning of buildings","Child day-care","Buildings, landscape activities","Non residential social work","Business services","Government administrative functions, Education, Health",14
"1386","8542","8891",-0.168769743469246,"Tertiary","Child day-care","Education","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1387","4771","8891",0.134334117817934,"Clothing","Child day-care","Specialised retail - other","Non residential social work","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",33
"1388","8690","8891",-0.270523853915031,"Other","Child day-care","Human health activities","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",12
"1389","5630","8891",0.0104394101569367,"Beverage serving","Child day-care","Food, beverage service","Non residential social work","Other Service activities","Government administrative functions, Education, Health",22
"1390","8531","8891",0.167414371348937,"General secondary","Child day-care","Education","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",24
"1391","4719","8891",-0.0521123126187998,"Other non specialised","Child day-care","Non specialised retail stores","Non residential social work","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",11
"1392","8899","8891",0.457209373517565,"Other","Child day-care","Non residential social work","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",34
"1393","8810","8891",0.0888935060390502,"Elderly, disabled","Child day-care","Non residential social work","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",14
"1394","5510","8891",0.0727300255988312,"Hotels and similar","Child day-care","Accommodation","Non residential social work","Other Service activities","Government administrative functions, Education, Health",13
"1395","8790","8891",0.13639233234063,"Other","Child day-care","Residential care activities","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",11
"1396","8710","8891",-0.0805892148513066,"Residential nursing care","Child day-care","Residential care activities","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1397","8730","8891",0.0865209204692775,"Elderly, disabled","Child day-care","Residential care activities","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",18
"1398","8891","8891",1,"Child day-care","Child day-care","Non residential social work","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",392
"1399","8559","8891",0.255906075760292,"Other education nec","Child day-care","Other education","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1400","9700","8891",0.602152913962944,"Households as employers","Child day-care","Domestic personnel employment","Non residential social work","Other Service activities","Government administrative functions, Education, Health",19
"1401","8299","8891",0.0925696447932104,"Other","Child day-care","Office admin, business support","Non residential social work","Business services","Government administrative functions, Education, Health",10
"1402","9312","8891",0.377651240206007,"Activities of sport clubs","Child day-care","Sports activities and recreation","Non residential social work","Other Service activities","Government administrative functions, Education, Health",10
"1403","9499","8891",0.659718550947192,"Other nec","Child day-care","Membership organisations activities","Non residential social work","Other Service activities","Government administrative functions, Education, Health",13
"1404","8510","8891",0.943322089910519,"Pre-primary","Child day-care","Education","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",37
"1405","8610","8220",-0.436772228173003,"Hospital activities","Activities of call centres","Human health activities","Office admin, business support","Government administrative functions, Education, Health","Business services",10
"1406","8520","8220",-0.613032284390211,"Primary","Activities of call centres","Education","Office admin, business support","Government administrative functions, Education, Health","Business services",10
"1407","4711","8220",-0.236179782083623,"Food, beverages, tobacco mainly","Activities of call centres","Non specialised retail stores","Office admin, business support","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",28
"1408","5610","8220",-0.131507966802956,"Restaurants, mobile food service","Activities of call centres","Food, beverage service","Office admin, business support","Other Service activities","Business services",22
"1409","6419","8220",0.0886228144509089,"Other monetary intermediation","Activities of call centres","Financial, insurance, pension","Office admin, business support","Business services","Business services",10
"1410","7820","8220",0.025294533906947,"Temporary employment agencies","Activities of call centres","Employment activities","Office admin, business support","Business services","Business services",25
"1411","8411","8220",-0.0510152676950559,"General public administration","Activities of call centres","Central/Local Gov. administration","Office admin, business support","Government administrative functions, Education, Health","Business services",10
"1412","8121","8220",-0.132800179563081,"General cleaning of buildings","Activities of call centres","Buildings, landscape activities","Office admin, business support","Business services","Business services",10
"1413","4771","8220",-0.0254726421718907,"Clothing","Activities of call centres","Specialised retail - other","Office admin, business support","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",13
"1414","8690","8220",-0.0931935379129668,"Other","Activities of call centres","Human health activities","Office admin, business support","Government administrative functions, Education, Health","Business services",10
"1415","5630","8220",-0.0787047409078683,"Beverage serving","Activities of call centres","Food, beverage service","Office admin, business support","Other Service activities","Business services",11
"1416","6202","8220",0.480734148740913,"Consultancy activities","Activities of call centres","Computer programming, consultancy","Office admin, business support","Information and Communication","Business services",10
"1417","6190","8220",0.617003828337819,"Other","Activities of call centres","Telecommunications","Office admin, business support","Information and Communication","Business services",10
"1418","7022","8220",0.931872772020856,"Business, other management","Activities of call centres","Head offices; mgment consultancy","Office admin, business support","Business services","Business services",10
"1419","5629","8220",0.474492164773341,"Other food service","Activities of call centres","Food, beverage service","Office admin, business support","Other Service activities","Business services",10
"1420","6622","8220",0.55724467991315,"Insurance agents/brokers activities","Activities of call centres","Auxiliary financial services","Office admin, business support","Business services","Business services",10
"1421","8220","8220",1,"Activities of call centres","Activities of call centres","Office admin, business support","Office admin, business support","Business services","Business services",153
"1422","9311","8220",0.526359556848273,"Operation of sports facilities","Activities of call centres","Sports activities and recreation","Office admin, business support","Other Service activities","Business services",10
"1423","8299","8220",0.870099973181007,"Other","Activities of call centres","Office admin, business support","Office admin, business support","Business services","Business services",10
"1424","6492","8220",0.844030322199677,"Other credit granting","Activities of call centres","Financial, insurance, pension","Office admin, business support","Business services","Business services",10
"1425","2521","8220",0.987832509856765,"Central heating radiators, boilers","Activities of call centres","Other fabricated metal products","Office admin, business support","All other Manufacturing","Business services",12
"1426","4711","3513",0.0256723042921692,"Food, beverages, tobacco mainly","Electricity distribution","Non specialised retail stores","Electricity, gas, steam, air con","Wholesale and retail,motor vehicle repair,sale of fuel","Utilities, sewerage, waste and recycling",18
"1427","7820","3513",0.199467646014714,"Temporary employment agencies","Electricity distribution","Employment activities","Electricity, gas, steam, air con","Business services","Utilities, sewerage, waste and recycling",24
