"","StartIndst","FinalIndst","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"493","4771","8121",-0.372250809229214,"Clothing","General cleaning of buildings","Specialised retail - other","Buildings, landscape activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",19
"494","7820","8121",-0.0772100871650389,"Temporary employment agencies","General cleaning of buildings","Employment activities","Buildings, landscape activities","Business services","Business services",57
"495","5610","8121",-0.0412961356726729,"Restaurants, mobile food service","General cleaning of buildings","Food, beverage service","Buildings, landscape activities","Other Service activities","Business services",35
"496","8411","8121",-0.578713350536804,"General public administration","General cleaning of buildings","Central/Local Gov. administration","Buildings, landscape activities","Government administrative functions, Education, Health","Business services",11
"497","8690","8121",-0.459323112403278,"Other","General cleaning of buildings","Human health activities","Buildings, landscape activities","Government administrative functions, Education, Health","Business services",15
"498","8542","8121",-0.240606204512333,"Tertiary","General cleaning of buildings","Education","Buildings, landscape activities","Government administrative functions, Education, Health","Business services",17
"499","8121","8121",1,"General cleaning of buildings","General cleaning of buildings","Buildings, landscape activities","Buildings, landscape activities","Business services","Business services",959
"500","4719","8121",0.0795828659434584,"Other non specialised","General cleaning of buildings","Non specialised retail stores","Buildings, landscape activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",25
"501","8899","8121",-0.385805343712872,"Other","General cleaning of buildings","Non residential social work","Buildings, landscape activities","Government administrative functions, Education, Health","Business services",14
"502","4120","8121",-0.203835999378786,"Residential, non-residential buildings","General cleaning of buildings","Construction of buildings","Buildings, landscape activities","Construction (including development of real estate)","Business services",13
"503","5621","8121",0.310733573056289,"Event catering","General cleaning of buildings","Food, beverage service","Buildings, landscape activities","Other Service activities","Business services",43
"504","5630","8121",0.122406903975624,"Beverage serving","General cleaning of buildings","Food, beverage service","Buildings, landscape activities","Other Service activities","Business services",34
"505","6820","8121",0.0874155952815847,"Renting, operating own or leased ","General cleaning of buildings","Real estate activities","Buildings, landscape activities","Business services ","Business services",18
"506","8010","8121",0.351566303600837,"Private security","General cleaning of buildings","Security, investigation activities","Buildings, landscape activities","Business services","Business services",25
"507","8810","8121",-0.043594823967566,"Elderly, disabled","General cleaning of buildings","Non residential social work","Buildings, landscape activities","Government administrative functions, Education, Health","Business services",18
"508","9200","8121",0.385102063535943,"Gambling, betting activities","General cleaning of buildings","Gambling, betting","Buildings, landscape activities","Other Service activities","Business services",18
"509","5510","8121",0.412076608564665,"Hotels and similar","General cleaning of buildings","Accommodation","Buildings, landscape activities","Other Service activities","Business services",32
"510","8730","8121",-0.217170312440351,"Elderly, disabled","General cleaning of buildings","Residential care activities","Buildings, landscape activities","Government administrative functions, Education, Health","Business services",14
"511","8531","8121",-0.00207752782299877,"General secondary","General cleaning of buildings","Education","Buildings, landscape activities","Government administrative functions, Education, Health","Business services",14
"512","4299","8121",-0.081523418778918,"Other civil engineering nec","General cleaning of buildings","Civil engineering","Buildings, landscape activities","Construction (including development of real estate)","Business services",10
"513","8710","8121",-0.154395239607259,"Residential nursing care","General cleaning of buildings","Residential care activities","Buildings, landscape activities","Government administrative functions, Education, Health","Business services",10
"514","8110","8121",0.717347321198637,"Combined facilities support","General cleaning of buildings","Buildings, landscape activities","Buildings, landscape activities","Business services","Business services",80
"515","4752","8121",0.458746685636681,"Hardware, paints, glass","General cleaning of buildings","Specialised retail - household","Buildings, landscape activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",11
"516","8299","8121",0.367007598437105,"Other","General cleaning of buildings","Office admin, business support","Buildings, landscape activities","Business services","Business services",18
"517","9312","8121",0.369196527932339,"Activities of sport clubs","General cleaning of buildings","Sports activities and recreation","Buildings, landscape activities","Other Service activities","Business services",13
"518","7010","8121",0.611597642254498,"Head office activities","General cleaning of buildings","Head offices; mgment consultancy","Buildings, landscape activities","Business services","Business services",17
"519","5629","8121",0.852947621353265,"Other food service","General cleaning of buildings","Food, beverage service","Buildings, landscape activities","Other Service activities","Business services",40
"520","8129","8121",0.911171212064988,"Other cleaning activities","General cleaning of buildings","Buildings, landscape activities","Buildings, landscape activities","Business services","Business services",36
"521","8122","8121",0.885732020859596,"Other industrial cleaning","General cleaning of buildings","Buildings, landscape activities","Buildings, landscape activities","Business services","Business services",16
"522","2020","8121",0.969206145966709,"Pesticides, other agrochemical","General cleaning of buildings","Chemicals, chemical products","Buildings, landscape activities","Manufacture coke, petroleum, chemicals, pharmaceuticals","Business services",14
"523","8520","4719",-0.657816187631739,"Primary","Other non specialised","Education","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",37
"524","8610","4719",-0.694838744525515,"Hospital activities","Other non specialised","Human health activities","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",18
"525","6419","4719",-0.638644661964352,"Other monetary intermediation","Other non specialised","Financial, insurance, pension","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"526","4711","4719",0.226525590857142,"Food, beverages, tobacco mainly","Other non specialised","Non specialised retail stores","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",93
"527","4771","4719",0.40813828705767,"Clothing","Other non specialised","Specialised retail - other","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",68
"528","7820","4719",-0.147745650231378,"Temporary employment agencies","Other non specialised","Employment activities","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",34
"529","5610","4719",-0.184785945610875,"Restaurants, mobile food service","Other non specialised","Food, beverage service","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",18
"530","8542","4719",-0.312990398080956,"Tertiary","Other non specialised","Education","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"531","8121","4719",0.0557370340423425,"General cleaning of buildings","Other non specialised","Buildings, landscape activities","Non specialised retail stores","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",26
"532","4719","4719",1,"Other non specialised","Other non specialised","Non specialised retail stores","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",866
"533","8899","4719",-0.369828213191834,"Other","Other non specialised","Non residential social work","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"534","5630","4719",0.134917242927291,"Beverage serving","Other non specialised","Food, beverage service","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",24
"535","8790","4719",-0.171870688088523,"Other","Other non specialised","Residential care activities","Non specialised retail stores","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"536","5510","4719",0.0433818067102893,"Hotels and similar","Other non specialised","Accommodation","Non specialised retail stores","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",10
"537","4752","4719",0.665809828303518,"Hardware, paints, glass","Other non specialised","Specialised retail - household","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",14
"538","4778","4719",0.71697378353177,"Other new goods","Other non specialised","Specialised retail - other","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",22
"539","4759","4719",0.675463681673339,"Furniture, lighting, other","Other non specialised","Specialised retail - household","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",11
"540","4772","4719",0.551021231427858,"Footwear, leather goods","Other non specialised","Specialised retail - other","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"541","4773","4719",0.693786860059802,"Dispensing chemist","Other non specialised","Specialised retail - other","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"542","4645","4719",0.772960323247228,"Perfume, cosmetics","Other non specialised","Household goods wholesale","Non specialised retail stores","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"543","4110","4719",0.804339978521213,"Building projects development","Other non specialised","Construction of buildings","Non specialised retail stores","Construction (including development of real estate)","Wholesale and retail,motor vehicle repair,sale of fuel",13
"544","8520","8899",0.00885672795888524,"Primary","Other","Education","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",277
"545","8610","8899",-0.368709002830083,"Hospital activities","Other","Human health activities","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",70
"546","6419","8899",-0.622831773562955,"Other monetary intermediation","Other","Financial, insurance, pension","Non residential social work","Business services","Government administrative functions, Education, Health",16
"547","4711","8899",-0.471226966625328,"Food, beverages, tobacco mainly","Other","Non specialised retail stores","Non residential social work","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",32
"548","4771","8899",-0.566710569873009,"Clothing","Other","Specialised retail - other","Non residential social work","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",12
"549","7820","8899",-0.144121550548874,"Temporary employment agencies","Other","Employment activities","Non residential social work","Business services","Government administrative functions, Education, Health",52
"550","5610","8899",-0.597702671551678,"Restaurants, mobile food service","Other","Food, beverage service","Non residential social work","Other Service activities","Government administrative functions, Education, Health",10
"551","8411","8899",-0.0495164589367445,"General public administration","Other","Central/Local Gov. administration","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",39
"552","8690","8899",-0.275970808976218,"Other","Other","Human health activities","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",24
"553","8542","8899",-0.183905758745572,"Tertiary","Other","Education","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",20
"554","8121","8899",-0.524874644681786,"General cleaning of buildings","Other","Buildings, landscape activities","Non residential social work","Business services","Government administrative functions, Education, Health",11
"555","4719","8899",-0.380169723349429,"Other non specialised","Other","Non specialised retail stores","Non residential social work","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",10
"556","8899","8899",1,"Other","Other","Non residential social work","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",860
"557","5621","8899",0.0847911065599323,"Event catering","Other","Food, beverage service","Non residential social work","Other Service activities","Government administrative functions, Education, Health",28
"558","5630","8899",-0.432585470891725,"Beverage serving","Other","Food, beverage service","Non residential social work","Other Service activities","Government administrative functions, Education, Health",11
"559","6820","8899",-0.0966336150514751,"Renting, operating own or leased ","Other","Real estate activities","Non residential social work","Business services ","Government administrative functions, Education, Health",13
"560","8810","8899",0.574821545500845,"Elderly, disabled","Other","Non residential social work","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",76
"561","8790","8899",0.584805399768239,"Other","Other","Residential care activities","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",82
"562","8532","8899",-0.0663831224140973,"Technical, vocational secondary","Other","Education","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",12
"563","8730","8899",0.600131368747444,"Elderly, disabled","Other","Residential care activities","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",91
"564","8531","8899",0.042797821571653,"General secondary","Other","Education","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",16
"565","8710","8899",-0.0861293862703263,"Residential nursing care","Other","Residential care activities","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",12
"566","8423","8899",0.17250843387272,"Justice, judicial activities","Other","Central/Local Gov. administration","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",15
"567","8891","8899",0.663550112966621,"Child day-care","Other","Non residential social work","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",50
"568","8559","8899",0.206268801584358,"Other education nec","Other","Other education","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",18
"569","8621","8899",0.0561800646399093,"General medical practices","Other","Human health activities","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"570","8299","8899",0.450763081115915,"Other","Other","Office admin, business support","Non residential social work","Business services","Government administrative functions, Education, Health",23
"571","9499","8899",0.705931289300959,"Other nec","Other","Membership organisations activities","Non residential social work","Other Service activities","Government administrative functions, Education, Health",29
"572","9312","8899",0.350161946703201,"Activities of sport clubs","Other","Sports activities and recreation","Non residential social work","Other Service activities","Government administrative functions, Education, Health",13
"573","8720","8899",0.578740713176703,"Learning, mental, substance abuse","Other","Residential care activities","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",18
"574","9609","8899",0.616969266859858,"Other","Other","Other personal service activities","Non residential social work","Other Service activities","Government administrative functions, Education, Health",12
"575","9700","8899",0.578740713176703,"Households as employers","Other","Domestic personnel employment","Non residential social work","Other Service activities","Government administrative functions, Education, Health",18
"576","9491","8899",0.700049742994528,"Religious organisations","Other","Membership organisations activities","Non residential social work","Other Service activities","Government administrative functions, Education, Health",10
"577","8510","8899",0.709545644018341,"Pre-primary","Other","Education","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"578","4779","8899",0.779108103418358,"Other second hand goods","Other","Specialised retail - other","Non residential social work","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",10
"579","8520","6910",-0.674238053939078,"Primary","Legal activities","Education","Legal and accounting activities","Government administrative functions, Education, Health","Business services ",25
"580","6419","6910",-0.494292180711677,"Other monetary intermediation","Legal activities","Financial, insurance, pension","Legal and accounting activities","Business services","Business services ",11
"581","4711","6910",-0.555858916366172,"Food, beverages, tobacco mainly","Legal activities","Non specialised retail stores","Legal and accounting activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services ",12
"582","4771","6910",-0.154601697997565,"Clothing","Legal activities","Specialised retail - other","Legal and accounting activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services ",15
"583","7820","6910",-0.061786561967405,"Temporary employment agencies","Legal activities","Employment activities","Legal and accounting activities","Business services","Business services ",29
"584","8411","6910",-0.257700611061449,"General public administration","Legal activities","Central/Local Gov. administration","Legal and accounting activities","Government administrative functions, Education, Health","Business services ",12
"585","6910","6910",1,"Legal activities","Legal activities","Legal and accounting activities","Legal and accounting activities","Business services ","Business services ",789
"586","6920","6910",0.169327534025316,"Accounting, auditing; tax consltcy","Legal activities","Legal and accounting activities","Legal and accounting activities","Business services","Business services ",10
"587","5630","6910",0.0991871298727259,"Beverage serving","Legal activities","Food, beverage service","Legal and accounting activities","Other Service activities","Business services ",16
"588","7022","6910",0.313441758429455,"Business, other management","Legal activities","Head offices; mgment consultancy","Legal and accounting activities","Business services","Business services ",13
"589","8299","6910",0.610524869014706,"Other","Legal activities","Office admin, business support","Legal and accounting activities","Business services","Business services ",17
"590","8520","4120",-0.758191636708478,"Primary","Residential, non-residential buildings","Education","Construction of buildings","Government administrative functions, Education, Health","Construction (including development of real estate)",27
"591","4711","4120",-0.663339636588968,"Food, beverages, tobacco mainly","Residential, non-residential buildings","Non specialised retail stores","Construction of buildings","Wholesale and retail,motor vehicle repair,sale of fuel","Construction (including development of real estate)",13
"592","7820","4120",-0.371119845841661,"Temporary employment agencies","Residential, non-residential buildings","Employment activities","Construction of buildings","Business services","Construction (including development of real estate)",23
"593","8121","4120",-0.39672723333941,"General cleaning of buildings","Residential, non-residential buildings","Buildings, landscape activities","Construction of buildings","Business services","Construction (including development of real estate)",11
"594","4120","4120",1,"Residential, non-residential buildings","Residential, non-residential buildings","Construction of buildings","Construction of buildings","Construction (including development of real estate)","Construction (including development of real estate)",744
"595","7112","4120",0.616119689217856,"Engineering/tech consultancy","Residential, non-residential buildings","Architectural, eng/tech testing","Construction of buildings","Business services","Construction (including development of real estate)",58
"596","6820","4120",0.421880146306794,"Renting, operating own or leased ","Residential, non-residential buildings","Real estate activities","Construction of buildings","Business services ","Construction (including development of real estate)",28
"597","4299","4120",0.946840869504888,"Other civil engineering nec","Residential, non-residential buildings","Civil engineering","Construction of buildings","Construction (including development of real estate)","Construction (including development of real estate)",325
"598","4321","4120",0.661910200133081,"Electrical installation","Residential, non-residential buildings","Specialised activities","Construction of buildings","Construction (including development of real estate)","Construction (including development of real estate)",42
"599","8110","4120",0.537633154380309,"Combined facilities support","Residential, non-residential buildings","Buildings, landscape activities","Construction of buildings","Business services","Construction (including development of real estate)",33
"600","6832","4120",0.446112799055013,"Managament of fee/contract basis","Residential, non-residential buildings","Real estate activities","Construction of buildings","Business services ","Construction (including development of real estate)",10
"601","3600","4120",0.561905729120384,"Water collection, treatment, supply","Residential, non-residential buildings","Water and sewerage","Construction of buildings","Utilities, sewerage, waste and recycling","Construction (including development of real estate)",10
"602","4399","4120",0.763580885080064,"Other","Residential, non-residential buildings","Specialised activities","Construction of buildings","Construction (including development of real estate)","Construction (including development of real estate)",16
"603","4322","4120",0.888153385949771,"Plumbing, heat, air con inst","Residential, non-residential buildings","Specialised activities","Construction of buildings","Construction (including development of real estate)","Construction (including development of real estate)",38
"604","7010","4120",0.528150733421932,"Head office activities","Residential, non-residential buildings","Head offices; mgment consultancy","Construction of buildings","Business services","Construction (including development of real estate)",10
"605","4332","4120",0.841566819586742,"Joinery installation","Residential, non-residential buildings","Specialised activities","Construction of buildings","Construction (including development of real estate)","Construction (including development of real estate)",10
"606","4339","4120",0.90638711060266,"Other building completion,finishing","Residential, non-residential buildings","Specialised activities","Construction of buildings","Construction (including development of real estate)","Construction (including development of real estate)",12
"607","4110","4120",0.787696334785947,"Building projects development","Residential, non-residential buildings","Construction of buildings","Construction of buildings","Construction (including development of real estate)","Construction (including development of real estate)",13
"608","4334","4120",0.944724977708685,"Painting, glazing","Residential, non-residential buildings","Specialised activities","Construction of buildings","Construction (including development of real estate)","Construction (including development of real estate)",17
"609","4221","4120",0.976704207702071,"Utility - fluids","Residential, non-residential buildings","Civil engineering","Construction of buildings","Construction (including development of real estate)","Construction (including development of real estate)",10
"610","8520","7112",-0.733659886111721,"Primary","Engineering/tech consultancy","Education","Architectural, eng/tech testing","Government administrative functions, Education, Health","Business services",26
"611","8610","7112",-0.80839781793152,"Hospital activities","Engineering/tech consultancy","Human health activities","Architectural, eng/tech testing","Government administrative functions, Education, Health","Business services",10
"612","4711","7112",-0.509336060514351,"Food, beverages, tobacco mainly","Engineering/tech consultancy","Non specialised retail stores","Architectural, eng/tech testing","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",18
"613","7820","7112",-0.231089253884108,"Temporary employment agencies","Engineering/tech consultancy","Employment activities","Architectural, eng/tech testing","Business services","Business services",27
"614","8542","7112",-0.162465558030595,"Tertiary","Engineering/tech consultancy","Education","Architectural, eng/tech testing","Government administrative functions, Education, Health","Business services",13
"615","4120","7112",0.0459214622585658,"Residential, non-residential buildings","Engineering/tech consultancy","Construction of buildings","Architectural, eng/tech testing","Construction (including development of real estate)","Business services",14
"616","7112","7112",1,"Engineering/tech consultancy","Engineering/tech consultancy","Architectural, eng/tech testing","Architectural, eng/tech testing","Business services","Business services",705
"617","6920","7112",0.198783194386158,"Accounting, auditing; tax consltcy","Engineering/tech consultancy","Legal and accounting activities","Architectural, eng/tech testing","Business services","Business services",14
"618","6202","7112",0.134497061062175,"Consultancy activities","Engineering/tech consultancy","Computer programming, consultancy","Architectural, eng/tech testing","Information and Communication","Business services",11
"619","7022","7112",0.848230871542747,"Business, other management","Engineering/tech consultancy","Head offices; mgment consultancy","Architectural, eng/tech testing","Business services","Business services",109
"620","4299","7112",0.35305410014207,"Other civil engineering nec","Engineering/tech consultancy","Civil engineering","Architectural, eng/tech testing","Construction (including development of real estate)","Business services",16
"621","4321","7112",0.419237668132698,"Electrical installation","Engineering/tech consultancy","Specialised activities","Architectural, eng/tech testing","Construction (including development of real estate)","Business services",18
"622","8110","7112",0.722053796652709,"Combined facilities support","Engineering/tech consultancy","Buildings, landscape activities","Architectural, eng/tech testing","Business services","Business services",53
"623","6831","7112",0.478700326300545,"Agencies fee/contract basis","Engineering/tech consultancy","Real estate activities","Architectural, eng/tech testing","Business services ","Business services",10
"624","7219","7112",0.555615385301914,"Other natural sciences, engineering","Engineering/tech consultancy","Scientific research, development","Architectural, eng/tech testing","Business services","Business services",17
"625","7810","7112",0.421059014443206,"Employment placement agencies","Engineering/tech consultancy","Employment activities","Architectural, eng/tech testing","Business services","Business services",10
"626","8299","7112",0.442177804830468,"Other","Engineering/tech consultancy","Office admin, business support","Architectural, eng/tech testing","Business services","Business services",14
"627","4399","7112",0.687898700835471,"Other","Engineering/tech consultancy","Specialised activities","Architectural, eng/tech testing","Construction (including development of real estate)","Business services",10
"628","7111","7112",0.886991238592169,"Architectural activities","Engineering/tech consultancy","Architectural, eng/tech testing","Architectural, eng/tech testing","Business services","Business services",19
"629","7490","7112",0.922238177007214,"Other","Engineering/tech consultancy","Other professional, scientific/tech","Architectural, eng/tech testing","Business services","Business services",55
"630","2562","7112",0.900351658995405,"Machining","Engineering/tech consultancy","Other fabricated metal products","Architectural, eng/tech testing","All other Manufacturing","Business services",31
"631","7120","7112",0.849664752397847,"Technical testing/analysis","Engineering/tech consultancy","Architectural, eng/tech testing","Architectural, eng/tech testing","Business services","Business services",11
"632","2511","7112",0.826265428641983,"Metal structures, parts of","Engineering/tech consultancy","Other fabricated metal products","Architectural, eng/tech testing","All other Manufacturing","Business services",11
"633","3312","7112",0.890747174073608,"Machinery","Engineering/tech consultancy","Repair/installation excl. household","Architectural, eng/tech testing","Machinery repair excluding motor vehicles","Business services",16
"634","2640","7112",0.979885103712405,"Consumer electronics","Engineering/tech consultancy","Computer, electronic, optical","Architectural, eng/tech testing","Manufacture computer, electronic, light electrical","Business services",12
"635","8520","6190",-0.838178895732343,"Primary","Other","Education","Telecommunications","Government administrative functions, Education, Health","Information and Communication",10
"636","6419","6190",-0.483682640824221,"Other monetary intermediation","Other","Financial, insurance, pension","Telecommunications","Business services","Information and Communication",10
"637","4711","6190",-0.424894322142569,"Food, beverages, tobacco mainly","Other","Non specialised retail stores","Telecommunications","Wholesale and retail,motor vehicle repair,sale of fuel","Information and Communication",15
"638","7820","6190",0.0791004297726517,"Temporary employment agencies","Other","Employment activities","Telecommunications","Business services","Information and Communication",34
"639","6190","6190",1,"Other","Other","Telecommunications","Telecommunications","Information and Communication","Information and Communication",689
"640","6202","6190",0.523318735121207,"Consultancy activities","Other","Computer programming, consultancy","Telecommunications","Information and Communication","Information and Communication",18
"641","7022","6190",0.249401503615857,"Business, other management","Other","Head offices; mgment consultancy","Telecommunications","Business services","Information and Communication",10
"642","6209","6190",0.671149573603175,"Other","Other","Computer programming, consultancy","Telecommunications","Information and Communication","Information and Communication",14
"643","4742","6190",0.941562307165735,"Telecommunications equipment","Other","Specialised retail - info/comms","Telecommunications","Wholesale and retail,motor vehicle repair,sale of fuel","Information and Communication",29
"644","6120","6190",0.954680566786826,"Wireless telecomms activities","Other","Telecommunications","Telecommunications","Information and Communication","Information and Communication",10
"645","8520","6920",-0.53744986511962,"Primary","Accounting, auditing; tax consltcy","Education","Legal and accounting activities","Government administrative functions, Education, Health","Business services",40
"646","8610","6920",-0.682349673830579,"Hospital activities","Accounting, auditing; tax consltcy","Human health activities","Legal and accounting activities","Government administrative functions, Education, Health","Business services",14
"647","6419","6920",-0.109405210640043,"Other monetary intermediation","Accounting, auditing; tax consltcy","Financial, insurance, pension","Legal and accounting activities","Business services","Business services",27
"648","4711","6920",-0.23402789434753,"Food, beverages, tobacco mainly","Accounting, auditing; tax consltcy","Non specialised retail stores","Legal and accounting activities","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",27
"649","7820","6920",0.218939001532621,"Temporary employment agencies","Accounting, auditing; tax consltcy","Employment activities","Legal and accounting activities","Business services","Business services",53
"650","6910","6920",0.335552572447905,"Legal activities","Accounting, auditing; tax consltcy","Legal and accounting activities","Legal and accounting activities","Business services ","Business services",15
"651","7112","6920",0.0346471750203294,"Engineering/tech consultancy","Accounting, auditing; tax consltcy","Architectural, eng/tech testing","Legal and accounting activities","Business services","Business services",10
"652","6920","6920",1,"Accounting, auditing; tax consltcy","Accounting, auditing; tax consltcy","Legal and accounting activities","Legal and accounting activities","Business services","Business services",652
"653","5630","6920",0.0501118084519223,"Beverage serving","Accounting, auditing; tax consltcy","Food, beverage service","Legal and accounting activities","Other Service activities","Business services",15
"654","7022","6920",0.673188353513631,"Business, other management","Accounting, auditing; tax consltcy","Head offices; mgment consultancy","Legal and accounting activities","Business services","Business services",36
"655","8531","6920",0.164464138846799,"General secondary","Accounting, auditing; tax consltcy","Education","Legal and accounting activities","Government administrative functions, Education, Health","Business services",10
"656","7219","6920",0.78083591221409,"Other natural sciences, engineering","Accounting, auditing; tax consltcy","Scientific research, development","Legal and accounting activities","Business services","Business services",31
"657","6619","6920",0.737848156513117,"Other financial services","Accounting, auditing; tax consltcy","Auxiliary financial services","Legal and accounting activities","Business services","Business services",20
"658","7810","6920",0.549236540295265,"Employment placement agencies","Accounting, auditing; tax consltcy","Employment activities","Legal and accounting activities","Business services","Business services",11
"659","8299","6920",0.442236314752435,"Other","Accounting, auditing; tax consltcy","Office admin, business support","Legal and accounting activities","Business services","Business services",11
"660","2042","6920",0.889887146844274,"Perfumes, toilet preparations","Accounting, auditing; tax consltcy","Chemicals, chemical products","Legal and accounting activities","Manufacture coke, petroleum, chemicals, pharmaceuticals","Business services",10
"661","8520","5621",-0.248983142977102,"Primary","Event catering","Education","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",60
"662","8610","5621",-0.621257280494727,"Hospital activities","Event catering","Human health activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",13
"663","4711","5621",0.0203142145842728,"Food, beverages, tobacco mainly","Event catering","Non specialised retail stores","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",34
"664","4771","5621",-0.22808981150826,"Clothing","Event catering","Specialised retail - other","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",10
"665","7820","5621",-0.199773048429789,"Temporary employment agencies","Event catering","Employment activities","Food, beverage service","Business services","Other Service activities",17
"666","5610","5621",0.685357320198394,"Restaurants, mobile food service","Event catering","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",78
"667","8121","5621",0.511012194015533,"General cleaning of buildings","Event catering","Buildings, landscape activities","Food, beverage service","Business services","Other Service activities",40
"668","8899","5621",0.246104530745975,"Other","Event catering","Non residential social work","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",20
"669","5621","5621",1,"Event catering","Event catering","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",360
"670","5630","5621",0.325240600815377,"Beverage serving","Event catering","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",20
"671","8810","5621",0.141318867252434,"Elderly, disabled","Event catering","Non residential social work","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",10
"672","5510","5621",0.492271567324206,"Hotels and similar","Event catering","Accommodation","Food, beverage service","Other Service activities","Other Service activities",15
"673","8710","5621",0.313251796787317,"Residential nursing care","Event catering","Residential care activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",10
"674","8110","5621",0.329462092782269,"Combined facilities support","Event catering","Buildings, landscape activities","Food, beverage service","Business services","Other Service activities",10
"675","9312","5621",0.626781415956701,"Activities of sport clubs","Event catering","Sports activities and recreation","Food, beverage service","Other Service activities","Other Service activities",10
"676","5629","5621",0.866491643178747,"Other food service","Event catering","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",17
"677","8129","5621",0.906026656307144,"Other cleaning activities","Event catering","Buildings, landscape activities","Food, beverage service","Business services","Other Service activities",13
