"","StartIndst","FinalIndst","weight","SubActivity_StartIndst","SubActivity_FinalIndst","MainActivity_StartIndst","MainActivity_FinalIndst","MainIndustry_StartIndst","MainIndustry_FinalIndst","Counts"
"1146","8424","8010",0.0600918784661102,"Police, public order, safety activ.","Private security","Central/Local Gov. administration","Security, investigation activities","Government administrative functions, Education, Health","Business services",10
"1147","7820","8010",-0.241416038160811,"Temporary employment agencies","Private security","Employment activities","Security, investigation activities","Business services","Business services",17
"1148","8121","8010",0.633002002214723,"General cleaning of buildings","Private security","Buildings, landscape activities","Security, investigation activities","Business services","Business services",54
"1149","5510","8010",0.22484843623345,"Hotels and similar","Private security","Accommodation","Security, investigation activities","Other Service activities","Business services",10
"1150","8110","8010",0.637826280246417,"Combined facilities support","Private security","Buildings, landscape activities","Security, investigation activities","Business services","Business services",25
"1151","8010","8010",1,"Private security","Private security","Security, investigation activities","Security, investigation activities","Business services","Business services",399
"1152","5629","8010",0.398624463183098,"Other food service","Private security","Food, beverage service","Security, investigation activities","Other Service activities","Business services",12
"1153","9312","8010",0.815101689140714,"Activities of sport clubs","Private security","Sports activities and recreation","Security, investigation activities","Other Service activities","Business services",23
"1154","4711","6622",-0.425785591126789,"Food, beverages, tobacco mainly","Insurance agents/brokers activities","Non specialised retail stores","Auxiliary financial services","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",15
"1155","5610","6622",-0.314850276476066,"Restaurants, mobile food service","Insurance agents/brokers activities","Food, beverage service","Auxiliary financial services","Other Service activities","Business services",13
"1156","6419","6622",0.0526607010844177,"Other monetary intermediation","Insurance agents/brokers activities","Financial, insurance, pension","Auxiliary financial services","Business services","Business services",13
"1157","7820","6622",-0.501209271699088,"Temporary employment agencies","Insurance agents/brokers activities","Employment activities","Auxiliary financial services","Business services","Business services",10
"1158","4771","6622",-0.0300964254407325,"Clothing","Insurance agents/brokers activities","Specialised retail - other","Auxiliary financial services","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",13
"1159","8810","6622",-0.0174448435094921,"Elderly, disabled","Insurance agents/brokers activities","Non residential social work","Auxiliary financial services","Government administrative functions, Education, Health","Business services",10
"1160","7022","6622",0.40092479569574,"Business, other management","Insurance agents/brokers activities","Head offices; mgment consultancy","Auxiliary financial services","Business services","Business services",13
"1161","6622","6622",1,"Insurance agents/brokers activities","Insurance agents/brokers activities","Auxiliary financial services","Auxiliary financial services","Business services","Business services",378
"1162","8220","6622",0.360101167552312,"Activities of call centres","Insurance agents/brokers activities","Office admin, business support","Auxiliary financial services","Business services","Business services",10
"1163","6512","6622",0.899307448360776,"Non-life insurance","Insurance agents/brokers activities","Financial, insurance, pension","Auxiliary financial services","Business services","Business services",39
"1164","6619","6622",0.619866249959869,"Other financial services","Insurance agents/brokers activities","Auxiliary financial services","Auxiliary financial services","Business services","Business services",10
"1165","6629","6622",0.976236518448439,"Other insurance & pension services","Insurance agents/brokers activities","Auxiliary financial services","Auxiliary financial services","Business services ","Business services",126
"1166","6511","6622",0.896867923182539,"Life insurance","Insurance agents/brokers activities","Financial, insurance, pension","Auxiliary financial services","Business services","Business services",11
"1167","7820","3030",-0.24759461608949,"Temporary employment agencies","Air, spacecraft and related m/c","Employment activities","Other transport equipment","Business services","Manufacture machinery, vehicle, transport",12
"1168","3030","3030",1,"Air, spacecraft and related m/c","Air, spacecraft and related m/c","Other transport equipment","Other transport equipment","Manufacture machinery, vehicle, transport","Manufacture machinery, vehicle, transport",377
"1169","2651","3030",0.975972346648784,"Measuring, testing appliances","Air, spacecraft and related m/c","Computer, electronic, optical","Other transport equipment","Manufacture computer, electronic, light electrical","Manufacture machinery, vehicle, transport",48
"1170","8520","5310",-0.655408324610828,"Primary","Under universal service obligation","Education","Postal, courier activities","Government administrative functions, Education, Health","Transportation and Storage",10
"1171","4711","5310",0.0698894672896273,"Food, beverages, tobacco mainly","Under universal service obligation","Non specialised retail stores","Postal, courier activities","Wholesale and retail,motor vehicle repair,sale of fuel","Transportation and Storage",28
"1172","5610","5310",-0.239683553633728,"Restaurants, mobile food service","Under universal service obligation","Food, beverage service","Postal, courier activities","Other Service activities","Transportation and Storage",10
"1173","7820","5310",-0.168400055894317,"Temporary employment agencies","Under universal service obligation","Employment activities","Postal, courier activities","Business services","Transportation and Storage",14
"1174","5310","5310",1,"Under universal service obligation","Under universal service obligation","Postal, courier activities","Postal, courier activities","Transportation and Storage","Transportation and Storage",370
"1175","4711","3513",-0.213807035894879,"Food, beverages, tobacco mainly","Electricity distribution","Non specialised retail stores","Electricity, gas, steam, air con","Wholesale and retail,motor vehicle repair,sale of fuel","Utilities, sewerage, waste and recycling",15
"1176","7820","3513",0.0332218637150367,"Temporary employment agencies","Electricity distribution","Employment activities","Electricity, gas, steam, air con","Business services","Utilities, sewerage, waste and recycling",20
"1177","3513","3513",1,"Electricity distribution","Electricity distribution","Electricity, gas, steam, air con","Electricity, gas, steam, air con","Utilities, sewerage, waste and recycling","Utilities, sewerage, waste and recycling",358
"1178","4321","3513",0.854756133294265,"Electrical installation","Electricity distribution","Specialised activities","Electricity, gas, steam, air con","Construction (including development of real estate)","Utilities, sewerage, waste and recycling",18
"1179","8610","8730",-0.251353186844036,"Hospital activities","Elderly, disabled","Human health activities","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",64
"1180","8520","8730",-0.343772663151974,"Primary","Elderly, disabled","Education","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",70
"1181","4711","8730",-0.313032470045682,"Food, beverages, tobacco mainly","Elderly, disabled","Non specialised retail stores","Residential care activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",38
"1182","5610","8730",-0.253061592737338,"Restaurants, mobile food service","Elderly, disabled","Food, beverage service","Residential care activities","Other Service activities","Government administrative functions, Education, Health",29
"1183","8411","8730",-0.374855563725688,"General public administration","Elderly, disabled","Central/Local Gov. administration","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",14
"1184","7820","8730",-0.143063422781398,"Temporary employment agencies","Elderly, disabled","Employment activities","Residential care activities","Business services","Government administrative functions, Education, Health",44
"1185","4771","8730",-0.419896729776248,"Clothing","Elderly, disabled","Specialised retail - other","Residential care activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",11
"1186","8690","8730",0.0813599911188555,"Other","Elderly, disabled","Human health activities","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",29
"1187","8121","8730",0.0447273112508173,"General cleaning of buildings","Elderly, disabled","Buildings, landscape activities","Residential care activities","Business services","Government administrative functions, Education, Health",28
"1188","5630","8730",-0.134912417876229,"Beverage serving","Elderly, disabled","Food, beverage service","Residential care activities","Other Service activities","Government administrative functions, Education, Health",18
"1189","4719","8730",-0.152112127226897,"Other non specialised","Elderly, disabled","Non specialised retail stores","Residential care activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",12
"1190","8899","8730",0.36258216617521,"Other","Elderly, disabled","Non residential social work","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",43
"1191","8810","8730",0.779541923805995,"Elderly, disabled","Elderly, disabled","Non residential social work","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",163
"1192","5510","8730",0.0237260496322695,"Hotels and similar","Elderly, disabled","Accommodation","Residential care activities","Other Service activities","Government administrative functions, Education, Health",14
"1193","6820","8730",0.400141161505826,"Renting, operating own or leased ","Elderly, disabled","Real estate activities","Residential care activities","Business services ","Government administrative functions, Education, Health",21
"1194","8790","8730",0.773541191885439,"Other","Elderly, disabled","Residential care activities","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",117
"1195","8710","8730",0.803045525835866,"Residential nursing care","Elderly, disabled","Residential care activities","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",157
"1196","8730","8730",1,"Elderly, disabled","Elderly, disabled","Residential care activities","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",353
"1197","5629","8730",-0.0423854339009205,"Other food service","Elderly, disabled","Food, beverage service","Residential care activities","Other Service activities","Government administrative functions, Education, Health",10
"1198","8891","8730",-0.0469471866221603,"Child day-care","Elderly, disabled","Non residential social work","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1199","8299","8730",0.188934768957829,"Other","Elderly, disabled","Office admin, business support","Residential care activities","Business services","Government administrative functions, Education, Health",12
"1200","9700","8730",0.569673578737198,"Households as employers","Elderly, disabled","Domestic personnel employment","Residential care activities","Other Service activities","Government administrative functions, Education, Health",22
"1201","8720","8730",0.695002147069907,"Learning, mental, substance abuse","Elderly, disabled","Residential care activities","Residential care activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1202","8610","5629",-0.756942310006261,"Hospital activities","Other food service","Human health activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",10
"1203","8520","5629",-0.319069361348448,"Primary","Other food service","Education","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",50
"1204","4711","5629",-0.290203461583419,"Food, beverages, tobacco mainly","Other food service","Non specialised retail stores","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",27
"1205","5610","5629",0.166419213143682,"Restaurants, mobile food service","Other food service","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",46
"1206","7820","5629",-0.138658710705836,"Temporary employment agencies","Other food service","Employment activities","Food, beverage service","Business services","Other Service activities",30
"1207","8542","5629",-0.186680935791043,"Tertiary","Other food service","Education","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",10
"1208","4771","5629",-0.130251419302514,"Clothing","Other food service","Specialised retail - other","Food, beverage service","Wholesale and retail,motor vehicle repair,sale of fuel","Other Service activities",14
"1209","8121","5629",0.552392009671599,"General cleaning of buildings","Other food service","Buildings, landscape activities","Food, beverage service","Business services","Other Service activities",60
"1210","5630","5629",0.273984252079642,"Beverage serving","Other food service","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",28
"1211","8531","5629",-0.165042479169215,"General secondary","Other food service","Education","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",11
"1212","8810","5629",-0.154151943462898,"Elderly, disabled","Other food service","Non residential social work","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",10
"1213","5510","5629",0.306609267246732,"Hotels and similar","Other food service","Accommodation","Food, beverage service","Other Service activities","Other Service activities",17
"1214","8110","5629",0.583919090449998,"Combined facilities support","Other food service","Buildings, landscape activities","Food, beverage service","Business services","Other Service activities",30
"1215","8710","5629",0.0942451784974626,"Residential nursing care","Other food service","Residential care activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",14
"1216","8010","5629",0.642872292037243,"Private security","Other food service","Security, investigation activities","Food, beverage service","Business services","Other Service activities",27
"1217","8730","5629",0.0427982278118166,"Elderly, disabled","Other food service","Residential care activities","Food, beverage service","Government administrative functions, Education, Health","Other Service activities",10
"1218","5629","5629",1,"Other food service","Other food service","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",353
"1219","8220","5629",0.386172792317156,"Activities of call centres","Other food service","Office admin, business support","Food, beverage service","Business services","Other Service activities",14
"1220","7010","5629",0.400745944380069,"Head office activities","Other food service","Head offices; mgment consultancy","Food, beverage service","Business services","Other Service activities",10
"1221","5621","5629",0.911070636941207,"Event catering","Other food service","Food, beverage service","Food, beverage service","Other Service activities","Other Service activities",100
"1222","8610","8891",-0.560414740239822,"Hospital activities","Child day-care","Human health activities","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",22
"1223","8520","8891",0.240739585214248,"Primary","Child day-care","Education","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",171
"1224","4711","8891",0.061736231981073,"Food, beverages, tobacco mainly","Child day-care","Non specialised retail stores","Non residential social work","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",60
"1225","5610","8891",0.059380113515771,"Restaurants, mobile food service","Child day-care","Food, beverage service","Non residential social work","Other Service activities","Government administrative functions, Education, Health",40
"1226","8411","8891",-0.384182616766191,"General public administration","Child day-care","Central/Local Gov. administration","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1227","7820","8891",-0.456208409161597,"Temporary employment agencies","Child day-care","Employment activities","Non residential social work","Business services","Government administrative functions, Education, Health",16
"1228","8542","8891",-0.22369902407992,"Tertiary","Child day-care","Education","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1229","4771","8891",0.0784109689661504,"Clothing","Child day-care","Specialised retail - other","Non residential social work","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",23
"1230","8690","8891",-0.240985980520722,"Other","Child day-care","Human health activities","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",11
"1231","8121","8891",-0.302903293142053,"General cleaning of buildings","Child day-care","Buildings, landscape activities","Non residential social work","Business services","Government administrative functions, Education, Health",10
"1232","5630","8891",0.0485947320851733,"Beverage serving","Child day-care","Food, beverage service","Non residential social work","Other Service activities","Government administrative functions, Education, Health",19
"1233","8531","8891",0.162139227146699,"General secondary","Child day-care","Education","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",23
"1234","4719","8891",-0.0869034627153624,"Other non specialised","Child day-care","Non specialised retail stores","Non residential social work","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",10
"1235","8899","8891",0.278120059092329,"Other","Child day-care","Non residential social work","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",26
"1236","8810","8891",-0.0627764705882353,"Elderly, disabled","Child day-care","Non residential social work","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",13
"1237","5510","8891",0.0604152397740342,"Hotels and similar","Child day-care","Accommodation","Non residential social work","Other Service activities","Government administrative functions, Education, Health",11
"1238","8790","8891",-0.0433426004735928,"Other","Child day-care","Residential care activities","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1239","8710","8891",-0.111890514786519,"Residential nursing care","Child day-care","Residential care activities","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1240","8730","8891",0.26314829066779,"Elderly, disabled","Child day-care","Residential care activities","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",17
"1241","8891","8891",1,"Child day-care","Child day-care","Non residential social work","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",351
"1242","8559","8891",0.297987794000124,"Other education nec","Child day-care","Other education","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1243","9700","8891",0.521491593421953,"Households as employers","Child day-care","Domestic personnel employment","Non residential social work","Other Service activities","Government administrative functions, Education, Health",14
"1244","9499","8891",0.664024708936557,"Other nec","Child day-care","Membership organisations activities","Non residential social work","Other Service activities","Government administrative functions, Education, Health",10
"1245","9312","8891",0.469686272150757,"Activities of sport clubs","Child day-care","Sports activities and recreation","Non residential social work","Other Service activities","Government administrative functions, Education, Health",10
"1246","8510","8891",0.936721377377759,"Pre-primary","Child day-care","Education","Non residential social work","Government administrative functions, Education, Health","Government administrative functions, Education, Health",34
"1247","8610","8220",-0.487793897610861,"Hospital activities","Activities of call centres","Human health activities","Office admin, business support","Government administrative functions, Education, Health","Business services",10
"1248","8520","8220",-0.591178107672038,"Primary","Activities of call centres","Education","Office admin, business support","Government administrative functions, Education, Health","Business services",10
"1249","4711","8220",0.118032707916857,"Food, beverages, tobacco mainly","Activities of call centres","Non specialised retail stores","Office admin, business support","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",25
"1250","5610","8220",0.179760140034688,"Restaurants, mobile food service","Activities of call centres","Food, beverage service","Office admin, business support","Other Service activities","Business services",19
"1251","6419","8220",0.234964536365523,"Other monetary intermediation","Activities of call centres","Financial, insurance, pension","Office admin, business support","Business services","Business services",10
"1252","8411","8220",0.0893090970530673,"General public administration","Activities of call centres","Central/Local Gov. administration","Office admin, business support","Government administrative functions, Education, Health","Business services",10
"1253","7820","8220",0.201911890106021,"Temporary employment agencies","Activities of call centres","Employment activities","Office admin, business support","Business services","Business services",24
"1254","4771","8220",0.24283396430503,"Clothing","Activities of call centres","Specialised retail - other","Office admin, business support","Wholesale and retail,motor vehicle repair,sale of fuel","Business services",12
"1255","8690","8220",0.198364303822304,"Other","Activities of call centres","Human health activities","Office admin, business support","Government administrative functions, Education, Health","Business services",10
"1256","6202","8220",0.606559192629561,"Consultancy activities","Activities of call centres","Computer programming, consultancy","Office admin, business support","Information and Communication","Business services",10
"1257","6190","8220",0.69397287868393,"Other","Activities of call centres","Telecommunications","Office admin, business support","Information and Communication","Business services",10
"1258","7022","8220",0.545167067219674,"Business, other management","Activities of call centres","Head offices; mgment consultancy","Office admin, business support","Business services","Business services",10
"1259","6622","8220",0.725263697790068,"Insurance agents/brokers activities","Activities of call centres","Auxiliary financial services","Office admin, business support","Business services","Business services",10
"1260","5629","8220",0.543728258917585,"Other food service","Activities of call centres","Food, beverage service","Office admin, business support","Other Service activities","Business services",10
"1261","8220","8220",1,"Activities of call centres","Activities of call centres","Office admin, business support","Office admin, business support","Business services","Business services",138
"1262","8299","8220",0.636290572741885,"Other","Activities of call centres","Office admin, business support","Office admin, business support","Business services","Business services",10
"1263","6492","8220",0.895389289039149,"Other credit granting","Activities of call centres","Financial, insurance, pension","Office admin, business support","Business services","Business services",10
"1264","2521","8220",0.993986202630607,"Central heating radiators, boilers","Activities of call centres","Other fabricated metal products","Office admin, business support","All other Manufacturing","Business services",12
"1265","8610","8621",0.510634414897223,"Hospital activities","General medical practices","Human health activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",176
"1266","8520","8621",-0.463583441731055,"Primary","General medical practices","Education","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",28
"1267","4711","8621",-0.34153882265249,"Food, beverages, tobacco mainly","General medical practices","Non specialised retail stores","Human health activities","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",19
"1268","7820","8621",-0.295786623489342,"Temporary employment agencies","General medical practices","Employment activities","Human health activities","Business services","Government administrative functions, Education, Health",17
"1269","8542","8621",0.0608646122851522,"Tertiary","General medical practices","Education","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",13
"1270","8690","8621",0.630808392112624,"Other","General medical practices","Human health activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",58
"1271","8899","8621",0.0562932706803274,"Other","General medical practices","Non residential social work","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",12
"1272","8790","8621",0.202267285331151,"Other","General medical practices","Residential care activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",12
"1273","8710","8621",0.092334765347733,"Residential nursing care","General medical practices","Residential care activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",11
"1274","8621","8621",1,"General medical practices","General medical practices","Human health activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",320
"1275","8412","8621",0.689878118037657,"Health care, education etc","General medical practices","Central/Local Gov. administration","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",11
"1276","8622","8621",0.933608589594913,"Specialist medical practices","General medical practices","Human health activities","Human health activities","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1277","4711","4910",-0.349289932102403,"Food, beverages, tobacco mainly","Passenger rail, interurban","Non specialised retail stores","Land, pipeline transport","Wholesale and retail,motor vehicle repair,sale of fuel","Transportation and Storage",10
"1278","4931","4910",0.918503537813829,"Urban/suburban passenger transport","Passenger rail, interurban","Land, pipeline transport","Land, pipeline transport","Transportation and Storage","Transportation and Storage",48
"1279","4910","4910",1,"Passenger rail, interurban","Passenger rail, interurban","Land, pipeline transport","Land, pipeline transport","Transportation and Storage","Transportation and Storage",310
"1280","8610","8532",-0.60375621282597,"Hospital activities","Technical, vocational secondary","Human health activities","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",13
"1281","8520","8532",-0.0561989954467404,"Primary","Technical, vocational secondary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",63
"1282","4711","8532",-0.305605388544839,"Food, beverages, tobacco mainly","Technical, vocational secondary","Non specialised retail stores","Education","Wholesale and retail,motor vehicle repair,sale of fuel","Government administrative functions, Education, Health",19
"1283","5610","8532",-0.370148310368996,"Restaurants, mobile food service","Technical, vocational secondary","Food, beverage service","Education","Other Service activities","Government administrative functions, Education, Health",11
"1284","8411","8532",0.0274846772426341,"General public administration","Technical, vocational secondary","Central/Local Gov. administration","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",16
"1285","7820","8532",-0.157769758004246,"Temporary employment agencies","Technical, vocational secondary","Employment activities","Education","Business services","Government administrative functions, Education, Health",21
"1286","8542","8532",0.419970492520772,"Tertiary","Technical, vocational secondary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",26
"1287","8531","8532",0.505348521878999,"General secondary","Technical, vocational secondary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",34
"1288","8899","8532",0.205115841308951,"Other","Technical, vocational secondary","Non residential social work","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",15
"1289","8790","8532",0.152869532390896,"Other","Technical, vocational secondary","Residential care activities","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",10
"1290","8532","8532",1,"Technical, vocational secondary","Technical, vocational secondary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",309
"1291","8559","8532",0.856094954366728,"Other education nec","Technical, vocational secondary","Other education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",47
"1292","8299","8532",0.425884104910588,"Other","Technical, vocational secondary","Office admin, business support","Education","Business services","Government administrative functions, Education, Health",10
"1293","9312","8532",0.608864427222692,"Activities of sport clubs","Technical, vocational secondary","Sports activities and recreation","Education","Other Service activities","Government administrative functions, Education, Health",10
"1294","8541","8532",0.943031814315661,"Post-secondary non-tertiary","Technical, vocational secondary","Education","Education","Government administrative functions, Education, Health","Government administrative functions, Education, Health",30
"1295","8520","4520",-0.616597353408688,"Primary","Maintenance/repair of vehicles","Education","Motor vehicle/cycle trade, repair","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",12
"1296","4711","4520",-0.0329956786144624,"Food, beverages, tobacco mainly","Maintenance/repair of vehicles","Non specialised retail stores","Motor vehicle/cycle trade, repair","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",24
"1297","5610","4520",-0.0675387390572459,"Restaurants, mobile food service","Maintenance/repair of vehicles","Food, beverage service","Motor vehicle/cycle trade, repair","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",15
"1298","7820","4520",-0.348900752094841,"Temporary employment agencies","Maintenance/repair of vehicles","Employment activities","Motor vehicle/cycle trade, repair","Business services","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1299","4511","4520",0.923883458272672,"Sale of cars, light motor vehicles","Maintenance/repair of vehicles","Motor vehicle/cycle trade, repair","Motor vehicle/cycle trade, repair","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",66
"1300","4941","4520",0.601321912633718,"Road freight transport","Maintenance/repair of vehicles","Land, pipeline transport","Motor vehicle/cycle trade, repair","Transportation and Storage","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1301","4520","4520",1,"Maintenance/repair of vehicles","Maintenance/repair of vehicles","Motor vehicle/cycle trade, repair","Motor vehicle/cycle trade, repair","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",277
"1302","4531","4520",0.932987663996781,"Wholesale trade parts, accessories","Maintenance/repair of vehicles","Motor vehicle/cycle trade, repair","Motor vehicle/cycle trade, repair","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",19
"1303","4532","4520",0.969809521458155,"Retail trade parts, accessories","Maintenance/repair of vehicles","Motor vehicle/cycle trade, repair","Motor vehicle/cycle trade, repair","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",22
"1304","8520","4321",-0.586045573482043,"Primary","Electrical installation","Education","Specialised activities","Government administrative functions, Education, Health","Construction (including development of real estate)",11
"1305","4711","4321",-0.113555393099345,"Food, beverages, tobacco mainly","Electrical installation","Non specialised retail stores","Specialised activities","Wholesale and retail,motor vehicle repair,sale of fuel","Construction (including development of real estate)",17
"1306","7820","4321",-0.266238524801099,"Temporary employment agencies","Electrical installation","Employment activities","Specialised activities","Business services","Construction (including development of real estate)",10
"1307","4120","4321",0.634995463897606,"Residential, non-residential buildings","Electrical installation","Construction of buildings","Specialised activities","Construction (including development of real estate)","Construction (including development of real estate)",14
"1308","6202","4321",0.580792759756933,"Consultancy activities","Electrical installation","Computer programming, consultancy","Specialised activities","Information and Communication","Construction (including development of real estate)",10
"1309","8110","4321",0.489296989296989,"Combined facilities support","Electrical installation","Buildings, landscape activities","Specialised activities","Business services","Construction (including development of real estate)",10
"1310","3513","4321",0.775071087582655,"Electricity distribution","Electrical installation","Electricity, gas, steam, air con","Specialised activities","Utilities, sewerage, waste and recycling","Construction (including development of real estate)",10
"1311","4321","4321",1,"Electrical installation","Electrical installation","Specialised activities","Specialised activities","Construction (including development of real estate)","Construction (including development of real estate)",268
"1312","4299","4321",0.776615980496094,"Other civil engineering nec","Electrical installation","Civil engineering","Specialised activities","Construction (including development of real estate)","Construction (including development of real estate)",10
"1313","4322","4321",0.942568649484895,"Plumbing, heat, air con inst","Electrical installation","Specialised activities","Specialised activities","Construction (including development of real estate)","Construction (including development of real estate)",19
"1314","8520","4752",-0.661886517590502,"Primary","Hardware, paints, glass","Education","Specialised retail - household","Government administrative functions, Education, Health","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1315","4711","4752",0.182162653604229,"Food, beverages, tobacco mainly","Hardware, paints, glass","Non specialised retail stores","Specialised retail - household","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",36
"1316","5610","4752",0.137472215650658,"Restaurants, mobile food service","Hardware, paints, glass","Food, beverage service","Specialised retail - household","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",22
"1317","4771","4752",0.0873661117563557,"Clothing","Hardware, paints, glass","Specialised retail - other","Specialised retail - household","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",11
"1318","5630","4752",0.105132793253156,"Beverage serving","Hardware, paints, glass","Food, beverage service","Specialised retail - household","Other Service activities","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1319","4719","4752",0.622102531368374,"Other non specialised","Hardware, paints, glass","Non specialised retail stores","Specialised retail - household","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",24
"1320","4673","4752",0.667782842886461,"Wood, construction, sanitary equip","Hardware, paints, glass","Other wholesale","Specialised retail - household","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",10
"1321","4752","4752",1,"Hardware, paints, glass","Hardware, paints, glass","Specialised retail - household","Specialised retail - household","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",265
"1322","4791","4752",0.958878564106067,"Via mail order houses, Internet","Hardware, paints, glass","Other retail","Specialised retail - household","Wholesale and retail,motor vehicle repair,sale of fuel","Wholesale and retail,motor vehicle repair,sale of fuel",43
"1323","2030","4752",0.974701696118704,"Paints, varnishes, printing ink etc","Hardware, paints, glass","Chemicals, chemical products","Specialised retail - household","Manufacture coke, petroleum, chemicals, pharmaceuticals","Wholesale and retail,motor vehicle repair,sale of fuel",11
