Id,Label,timeset,east,east midlands,london,north east,north west,scotland,south east,south west,wales,west midlands,yorkshire and the humber,total,description,log_east,log_east_midlands,log_london,log_north_east,log_north_west,log_scotland,log_south_east,log_south_west,log_wales,log_west_midlands,log_yorkshire_and_the_humber,log_total,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,mainindustry,mainactivity,subactivity,componentnumber,%total,%total north west,%total london,lq north west,lq london,Degree,Weighted Degree,clustering,triangles,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
3513,,,3000,8000,4500,3500,3500,7000,5000,3500,3000,2500,2500,46000,Distribution of electricity,11.550747,12.965784,12.135709,11.773139,11.773139,12.773139,12.287712,11.773139,11.550747,11.287712,11.287712,15.489346,111,2,5,4,1,1,3,0,6,4,5,5,4,5,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Utilities, sewerage, waste and recycling","Electricity, gas, steam, air con",Electricity distribution,0,0.001613,0.001117,0.00092,0.692308,0.570402,4,2.121485,0.166667,1,0.0618,6,0.319149,0.34287,77.162158
8122,,,2500,1500,3500,1750,3000,2250,3000,1500,800,1250,2500,23550,Other building and industrial cleaning activities,11.287712,10.550747,11.773139,10.773139,11.550747,11.135709,11.550747,10.550747,9.643856,10.287712,11.287712,14.523439,282,11,2,1,8,7,6,6,4,4,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Business services,"Buildings, landscape activities",Other industrial cleaning,0,0.000826,0.000957,0.000715,1.159096,0.866569,3,2.128559,0,0,0.042586,6,0.302775,0.329954,73.128003
4742,,,2000,1500,5000,700,2000,1250,3000,1250,800,2000,1250,20750,Retail sale of telecommunications equipment in specialised stores,10.965784,10.550747,12.287712,9.451211,10.965784,10.287712,11.550747,10.287712,9.643856,10.965784,10.287712,14.340824,178,10,8,8,3,5,4,4,5,4,5,5,4,5,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - info/comms,Telecommunications equipment,0,0.000727,0.000638,0.001022,0.877003,1.405006,8,4.750127,0.392857,11,0.182683,6,0.338346,0.374259,72.218273
9511,,,7000,2500,3500,800,4500,2500,7000,2000,350,2250,450,32850,Repair of computers and peripheral equipment,12.773139,11.287712,11.773139,9.643856,12.135709,11.287712,12.773139,10.965784,8.451211,11.135709,8.813781,15.003606,334,10,8,8,3,5,4,4,5,4,5,5,4,5,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Other Service activities,"Repair computers,personal,household","Computers, peripheral equipment",0,0.001152,0.001436,0.000715,1.246425,0.621239,6,4.95392,0.666667,10,0.12759,5,0.365112,0.396667,67.353617
8219,,,1500,1250,4000,700,800,800,1500,1250,100,400,900,13200,"Photocopying, document preparation and other specialised office support activities",10.550747,10.287712,11.965784,9.451211,9.643856,9.643856,10.550747,10.287712,6.643856,8.643856,9.813781,13.68825,286,10,8,8,3,5,4,4,5,4,5,5,4,5,2,2,3,0,4,0,3,0,3,0,3,3,3,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Business services,"Office admin, business support",Specialised office support,0,0.000463,0.000255,0.000818,0.551449,1.766901,4,3.899308,0.166667,1,0.063773,6,0.324617,0.348565,65.460759
8730,,,22000,16000,16000,12000,30000,19000,39000,28000,13000,19000,18000,232000,Residential care activities for the elderly and disabled,14.425216,13.965784,13.965784,13.550747,14.872675,14.213712,15.251187,14.773139,13.666224,14.213712,14.135709,17.823765,314,12,9,9,7,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Government administrative functions, Education, Health",Residential care activities,"Elderly, disabled",0,0.008134,0.00957,0.003271,1.176582,0.402122,13,5.301757,0.525641,41,0.234141,6,0.343184,0.378565,63.211223
8130,,,5000,7000,9000,250,6000,3500,12000,10000,2250,3500,3000,61500,Landscape service activities,12.287712,12.773139,13.135709,7.965784,12.550747,11.773139,13.550747,13.287712,11.135709,11.773139,11.550747,15.908299,284,13,7,7,7,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Business services,"Buildings, landscape activities",Landscape service activities,0,0.002156,0.001914,0.00184,0.887698,0.853284,4,2.272764,0,0,0.141703,5,0.386681,0.41463,59.310549
7500,,,6000,3500,4000,1250,6000,6000,9000,10000,5000,3000,6000,59750,Veterinary activities,12.550747,11.773139,11.965784,10.287712,12.550747,12.550747,13.135709,13.287712,12.287712,11.550747,12.550747,15.866651,270,12,9,9,7,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Agriculture, Forestry, Fishing, Veterinary",Veterinary activities,Veterinary activities,0,0.002095,0.001914,0.000818,0.913697,0.390345,5,1.589597,0.6,6,0.168311,6,0.324032,0.359444,58.841
9319,,,2500,2000,6000,600,4500,4000,6000,2500,2000,2250,2500,34850,Other sports activities,11.287712,10.965784,12.550747,9.228819,12.135709,11.965784,12.550747,11.287712,10.965784,11.135709,11.287712,15.088871,329,13,7,7,7,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Other Service activities,Sports activities and recreation,Other sports activities,0,0.001222,0.001436,0.001227,1.174894,1.003864,6,4.234657,0.666667,10,0.138183,6,0.330882,0.367222,56.931316
4762,,,4000,2500,3500,1500,3500,2000,4000,4000,1250,2500,1750,30500,Retail sale of newspapers and stationery in specialised stores,11.965784,11.287712,11.773139,10.550747,11.773139,10.965784,11.965784,11.965784,10.287712,11.287712,10.773139,14.896522,183,13,7,7,7,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - other,"Newspapers, stationery",0,0.001069,0.001117,0.000715,1.044136,0.669105,11,6.685408,0.6,33,0.293836,6,0.353982,0.392176,56.387909
7739,,,5000,2250,4500,1000,6000,6000,5000,2250,1000,6000,4000,43000,"Renting and leasing of other machinery, equipment and tangible goods n.e.c.",12.287712,11.135709,12.135709,9.965784,12.550747,12.550747,12.287712,11.135709,9.965784,12.550747,11.965784,15.392049,274,4,3,2,2,0,1,2,0,0,2,2,1,2,3,3,2,3,3,3,0,3,2,1,2,1,1,1,1,2,1,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Business services,"Rental, leasing activities","Other machinery, equipment nec",0,0.001508,0.001914,0.00092,1.269614,0.610197,5,4.158611,0.4,4,0.09893,5,0.363636,0.392824,56.134532
9313,,,3500,2500,10000,900,4000,3000,7000,2250,1000,3000,2500,39650,Fitness facilities,11.773139,11.287712,13.287712,9.813781,11.965784,11.550747,12.773139,11.135709,9.965784,11.550747,11.287712,15.275033,328,13,7,7,7,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Other Service activities,Sports activities and recreation,Fitness facilities,0,0.00139,0.001276,0.002044,0.917922,1.470561,11,5.859481,0.563636,31,0.319763,6,0.357853,0.395185,51.904568
4339,,,9000,2500,7000,800,4500,3000,10000,6000,800,5000,3000,51600,Other building completion and finishing,13.135709,11.287712,12.773139,9.643856,12.135709,11.550747,13.287712,12.550747,9.643856,12.287712,11.550747,15.655083,130,4,3,2,2,0,1,2,0,0,2,2,1,2,3,3,2,3,3,3,0,3,2,1,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Construction (including development of real estate),Specialised activities,"Other building completion,finishing",0,0.001809,0.001436,0.001431,0.793509,0.790997,5,4.045213,0.5,5,0.103252,6,0.333642,0.367731,50.828491
8291,,,900,800,3500,300,3500,1250,2250,225,500,1250,3500,17975,Activities of collection agencies and credit bureaus,9.813781,9.643856,11.773139,8.228819,11.773139,10.287712,11.135709,7.813781,8.965784,10.287712,11.773139,14.133704,288,13,7,8,3,5,4,4,5,4,5,5,4,5,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Business services,"Office admin, business support","Collection agencies, credit bureaus",0,0.00063,0.001117,0.000715,1.771692,1.135339,4,3.301172,0.5,3,0.121428,5,0.373832,0.401991,50.212975
4741,,,2250,1250,3000,600,1500,1000,2500,900,350,800,1250,15400,"Retail sale of computers, peripheral units and software in specialised stores",11.135709,10.287712,11.550747,9.228819,10.550747,9.965784,11.287712,9.813781,8.451211,9.643856,10.287712,13.910643,177,10,8,8,3,5,4,4,5,4,5,5,4,5,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - info/comms,"Computers, peripherals, software",0,0.00054,0.000479,0.000613,0.886257,1.135865,4,3.46627,0.333333,2,0.05632,6,0.316067,0.343519,49.730501
8412,,,9000,3500,19000,1750,10000,16000,9000,7000,7000,7000,7000,96250,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",13.135709,11.773139,14.213712,10.773139,13.287712,13.965784,13.135709,12.773139,12.773139,12.773139,12.773139,16.554499,292,12,9,9,7,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Government administrative functions, Education, Health",Central/Local Gov. administration,"Health care, education etc",0,0.003374,0.00319,0.003884,0.94534,1.15101,7,3.240203,0.380952,8,0.093276,6,0.329369,0.358472,48.785038
3011,,,450,40,50,200,9000,6000,700,6000,300,50,100,22890,Building of ships and floating structures,8.813781,5.321928,5.643856,7.643856,13.135709,12.550747,9.451211,12.550747,8.228819,5.643856,6.643856,14.48243,99,11,2,1,2,0,1,2,0,0,2,2,1,2,3,3,2,3,3,3,0,3,2,1,2,1,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Manufacture machinery, vehicle, transport",Other transport equipment,Ships and floating structures,0,0.000803,0.002871,0.00001,3.57755,0.012737,5,4.351317,0.3,3,0.07326,6,0.306383,0.335324,47.737738
9491,,,9000,4500,16000,2250,6000,2250,12000,5000,800,4000,3500,65300,Activities of religious organisations,13.135709,12.135709,13.965784,11.135709,12.550747,11.135709,13.550747,12.287712,9.643856,11.965784,11.773139,15.994795,332,12,9,9,7,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Other Service activities,Membership organisations activities,Religious organisations,0,0.002289,0.001914,0.003271,0.83604,1.428674,6,3.061682,0.466667,7,0.115935,6,0.318302,0.351806,46.863211
1722,,,300,1000,10,400,2250,225,800,20,1250,175,20,6450,Manufacture of household and sanitary goods and of toilet requisites,8.228819,9.965784,3.321928,8.643856,11.135709,7.813781,9.643856,4.321928,10.287712,7.451211,4.321928,12.655083,36,3,1,0,4,2,7,1,2,5,0,0,5,0,4,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,All other Manufacturing,Paper and paper products,"Household, sanitary, toilet goods",0,0.000226,0.000718,0.000002,3.174035,0.00904,2,1.971334,0,0,0.028181,6,0.292921,0.313009,45.559861
8430,,,1500,2500,6000,6000,10000,6000,3000,3000,3000,2000,4000,47000,Compulsory social security activities,10.550747,11.287712,12.550747,12.550747,13.287712,12.550747,11.550747,11.550747,11.550747,10.965784,11.965784,15.520373,297,12,9,9,7,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Government administrative functions, Education, Health",Central/Local Gov. administration,Compulsory social security activities,0,0.001648,0.00319,0.001227,1.935936,0.744354,4,1.292706,0.5,3,0.031708,6,0.288693,0.311852,43.636651
4334,,,6000,2500,3500,1750,5000,6000,8000,4000,1000,5000,3500,46250,Painting and glazing,12.550747,11.287712,11.773139,10.773139,12.287712,12.550747,12.965784,11.965784,9.965784,12.287712,11.773139,15.497166,129,4,3,2,2,0,1,2,0,0,2,2,1,2,3,3,2,3,3,3,0,3,2,1,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Construction (including development of real estate),Specialised activities,"Painting, glazing",0,0.001621,0.001595,0.000715,0.983665,0.441248,2,1.071885,0,0,0.031912,7,0.290323,0.317156,42.45672
5621,,,14000,4500,31000,2250,15000,10000,19000,8000,1250,13000,10000,128000,Event catering activities,13.773139,12.135709,14.919981,11.135709,13.872675,13.287712,14.213712,12.965784,10.287712,13.666224,13.287712,16.965784,216,11,2,1,8,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Other Service activities,"Food, beverage service",Event catering,0,0.004488,0.004785,0.006337,1.066278,1.412141,12,4.424198,0.545455,36,0.318652,6,0.366972,0.404491,41.937722
8790,,,30000,21000,23000,9000,30000,20000,40000,26000,12000,20000,18000,249000,Other residential care activities,14.872675,14.358102,14.489346,13.135709,14.872675,14.287712,15.287712,14.666224,13.550747,14.287712,14.135709,17.925786,315,12,9,9,7,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Government administrative functions, Education, Health",Residential care activities,Other,0,0.00873,0.00957,0.004702,1.096253,0.538586,14,6.69065,0.527473,48,0.222291,6,0.332717,0.367454,41.134753
5310,,,14000,11000,20000,5000,17000,13000,21000,17000,6000,12000,12000,148000,Postal activities under universal service obligation,13.773139,13.425216,14.287712,12.287712,14.053247,13.666224,14.358102,14.053247,12.550747,13.550747,13.550747,17.175238,210,13,7,7,7,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Transportation and Storage,"Postal, courier activities",Under universal service obligation,0,0.005189,0.005423,0.004088,1.045144,0.787943,4,1.13332,0,0,0.050668,6,0.318021,0.339074,38.450868
4638,,,1000,450,3000,450,1500,3000,1750,2000,250,1000,2000,16400,"Wholesale of other food, including fish, crustaceans and molluscs",9.965784,8.813781,11.550747,8.813781,10.550747,11.550747,10.773139,10.965784,7.965784,9.965784,10.965784,14.001408,149,0,0,3,0,6,2,1,2,5,0,0,5,0,4,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Wholesale and retail,motor vehicle repair,sale of fuel","Food, beverages, tobacco wholesale",Other food,0,0.000575,0.000479,0.000613,0.832217,1.066605,4,3.094941,0.5,3,0.112134,5,0.367722,0.39838,38.145833
9602,,,11000,7000,21000,3500,15000,10000,19000,9000,5000,12000,8000,120500,Hairdressing and other beauty treatment,13.425216,12.773139,14.358102,11.773139,13.872675,13.287712,14.213712,13.135709,12.287712,13.550747,12.965784,16.878674,336,13,7,7,7,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Other Service activities,Other personal service activities,"Hairdressing, beauty treatment",0,0.004225,0.004785,0.004293,1.132643,1.016152,10,4.720111,0.466667,21,0.311014,6,0.362173,0.398333,37.947206
1089,,,1000,9000,3000,700,3500,1750,2500,1500,2250,2250,2500,29950,Manufacture of other food products n.e.c.,9.965784,13.135709,11.550747,9.451211,11.773139,10.773139,11.287712,10.550747,11.135709,11.135709,11.287712,14.870268,24,1,0,3,0,6,7,1,2,5,0,0,5,0,4,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Manufacture food, drink, tobacco",Food products - other,Other food products nec,0,0.00105,0.001117,0.000613,1.063311,0.584051,9,8.23789,0.388889,14,0.101837,5,0.35538,0.389444,36.319121
8560,,,2250,700,9000,900,2250,600,3500,800,800,1750,3000,25550,Educational support activities,11.135709,9.451211,13.135709,9.813781,11.135709,9.228819,11.773139,9.643856,9.643856,10.773139,11.550747,14.641036,306,12,9,9,7,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Government administrative functions, Education, Health",Other education,Educational support activities,0,0.000896,0.000718,0.00184,0.801273,2.053893,5,3.98138,0.5,5,0.07417,6,0.316067,0.341852,34.61928
4631,,,4000,4000,4000,400,2000,2500,4000,1750,300,3500,2250,28700,Wholesale of fruit and vegetables,11.965784,11.965784,11.965784,8.643856,10.965784,11.287712,11.965784,10.773139,8.228819,11.773139,11.135709,14.808763,143,0,0,3,0,6,0,1,2,5,0,0,5,0,4,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Wholesale and retail,motor vehicle repair,sale of fuel","Food, beverages, tobacco wholesale",Fruit and vegetables,0,0.001006,0.000638,0.000818,0.63407,0.812652,4,3.097101,0.5,3,0.114162,5,0.37422,0.402824,34.553481
7732,,,5000,3000,2500,1500,7000,5000,6000,3000,1500,4000,4500,43000,Renting and leasing of construction and civil engineering machinery and equipment,12.287712,11.550747,11.287712,10.550747,12.773139,12.287712,12.550747,11.550747,10.550747,11.965784,12.135709,15.392049,273,4,3,2,2,0,1,2,0,0,2,2,1,2,3,3,2,3,3,3,0,3,2,1,2,1,1,1,1,2,1,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Business services,"Rental, leasing activities","Construction machinery, equipment",0,0.001508,0.002233,0.000511,1.481217,0.338999,7,5.443254,0.571429,12,0.118459,5,0.361809,0.395602,33.080016
2599,,,2500,4000,1000,1750,3000,1750,3000,2500,2000,6000,3500,31000,Manufacture of other fabricated metal products n.e.c.,11.287712,11.965784,9.965784,10.773139,11.550747,10.773139,11.550747,11.287712,10.965784,12.550747,11.773139,14.919981,76,4,3,2,2,0,1,2,0,0,2,2,1,2,3,3,2,3,3,3,0,3,2,1,2,1,1,1,1,2,1,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,All other Manufacturing,Other fabricated metal products,Other fabricated metal products nec,0,0.001087,0.000957,0.000204,0.880539,0.18809,4,3.319676,0.833333,5,0.087053,5,0.36036,0.390833,31.839078
8422,,,3500,1500,5000,300,1500,3500,8000,19000,1250,2250,2500,48300,Defence activities,11.773139,10.550747,12.287712,8.228819,10.550747,11.773139,12.965784,14.213712,10.287712,11.135709,11.287712,15.559736,294,2,5,4,1,1,3,0,6,4,5,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Government administrative functions, Education, Health",Central/Local Gov. administration,Defence activities,0,0.001693,0.000479,0.001022,0.282575,0.6036,4,2.799529,0.166667,1,0.040645,6,0.3,0.325139,30.43455
4939,,,6000,3000,8000,4000,10000,8000,6000,5000,4000,4500,4000,62500,Other passenger land transport n.e.c.,12.550747,11.550747,12.965784,11.965784,13.287712,12.965784,12.550747,12.287712,11.965784,12.135709,11.965784,15.931569,200,7,4,6,6,4,2,3,1,1,3,3,0,3,0,0,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Transportation and Storage,"Land, pipeline transport",Other passenger land transport,0,0.002191,0.00319,0.001635,1.455824,0.746339,4,3.512742,0.333333,2,0.031597,6,0.308748,0.328843,30.083103
2014,,,175,250,250,2500,1250,500,700,20,700,800,2250,9395,Manufacture of other organic basic chemicals,7.451211,7.965784,7.965784,11.287712,10.287712,8.965784,9.451211,4.321928,9.451211,9.643856,11.135709,13.197677,44,3,1,0,4,2,7,1,2,5,0,0,5,0,4,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Manufacture coke, petroleum, chemicals, pharmaceuticals","Chemicals, chemical products",Other organic basic chemicals,0,0.000329,0.000399,0.000051,1.210604,0.155156,5,4.985947,0.2,2,0.010611,6,0.264123,0.283287,29.486565
2612,,,1750,1500,175,350,250,1500,900,1250,400,600,250,8925,Manufacture of loaded electronic boards,10.773139,10.550747,7.451211,8.451211,7.965784,10.550747,9.813781,10.287712,8.643856,9.228819,7.965784,13.123636,78,5,3,2,2,0,1,2,0,0,2,2,1,2,3,3,2,3,3,3,0,3,2,1,2,1,1,1,1,2,1,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Manufacture computer, electronic, light electrical","Computer, electronic, optical",Loaded electronic boards,0,0.000313,0.00008,0.000036,0.254871,0.114329,2,1.990127,0,0,0.00939,6,0.283912,0.299769,28.85896
4775,,,3000,1750,8000,1250,3500,3000,5000,2250,1250,2250,2500,33750,Retail sale of cosmetic and toilet articles in specialised stores,11.550747,10.773139,12.965784,10.287712,11.773139,11.550747,12.287712,11.135709,10.287712,11.135709,11.287712,15.0426,190,13,7,7,7,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - other,"Cosmetic, toilet articles",0,0.001183,0.001117,0.001635,0.94359,1.38211,9,6.144997,0.638889,23,0.211438,6,0.332717,0.368843,27.82261
3313,,,,,,,,,,,,,,,Repair of electronic and optical equipment,10.287712,7.965784,6.228819,6.965784,6.965784,7.643856,9.228819,9.228819,8.228819,8.813781,8.643856,12.095067,113,14,1,9,2,1,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Machinery repair excluding motor vehicles,Repair/installation excl. household,"Electronic, optical equipment",0,0.000153,0.00004,0.000015,0.259969,0.099956,2,1.991597,0,0,0.008581,6,0.277564,0.29287,26.375862
8425,,,5000,3000,6000,1000,6000,4500,7000,5000,4000,4000,4500,50000,Fire service activities,12.287712,11.550747,12.550747,9.965784,12.550747,12.135709,12.773139,12.287712,11.965784,11.965784,12.135709,15.60964,296,13,7,7,7,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Government administrative functions, Education, Health",Central/Local Gov. administration,Fire service activities,0,0.001753,0.001914,0.001227,1.091868,0.699693,4,1.605096,0.5,3,0.055338,7,0.29484,0.325701,25.723887
2221,,,1500,5000,1500,1750,4000,1750,1750,2250,600,2250,2500,24850,"Manufacture of plastic plates, sheets, tubes and profiles",10.550747,12.287712,10.550747,10.773139,11.965784,10.773139,10.773139,11.135709,9.228819,11.135709,11.287712,14.600958,55,3,1,0,4,2,7,1,2,5,0,0,5,0,4,4,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,All other Manufacturing,Rubber and plastic products,"Plastic plates, sheets, tubes etc",0,0.000871,0.001276,0.000307,1.464612,0.351958,6,5.423561,0.533333,8,0.08354,5,0.350195,0.382176,25.554411
4222,,,600,700,700,75,8000,350,225,250,150,75,150,11275,Construction of utility projects for electricity and telecommunications,9.228819,9.451211,9.451211,6.228819,12.965784,8.451211,7.813781,7.965784,7.228819,6.228819,7.228819,13.46084,123,4,3,2,2,0,1,2,0,0,2,2,1,2,3,3,2,3,3,3,0,3,2,1,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Construction (including development of real estate),Civil engineering,"Utility - electricity, telecomms",0,0.000395,0.002552,0.000143,6.455983,0.361999,5,4.015668,0.7,7,0.078854,6,0.311419,0.340093,24.322931
4777,,,3500,2500,9000,900,4500,3000,5000,3000,1250,3500,3500,39650,Retail sale of watches and jewellery in specialised stores,11.773139,11.287712,13.135709,9.813781,12.135709,11.550747,12.287712,11.550747,10.287712,11.773139,11.773139,15.275033,192,13,7,7,7,8,8,7,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - other,"Watches, jewellery",0,0.00139,0.001436,0.00184,1.032662,1.323505,9,5.510297,0.694444,25,0.241512,6,0.32316,0.362731,23.998091
2611,,,2250,1250,300,700,1750,2500,1500,900,900,450,500,13000,Manufacture of electronic components,11.135709,10.287712,8.228819,9.451211,10.773139,11.287712,10.550747,9.813781,9.813781,8.813781,8.965784,13.666224,77,5,3,2,2,0,1,2,0,0,2,2,1,2,3,3,2,3,3,3,0,3,2,1,2,1,1,1,1,2,1,2,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Manufacture computer, electronic, light electrical","Computer, electronic, optical",Electronic components,0,0.000456,0.000558,0.000061,1.224852,0.134556,2,1.99262,0,0,0.008757,6,0.27972,0.294907,22.557685
2920,,,1500,1250,125,300,3500,500,1000,1250,600,2250,5000,17275,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,10.550747,10.287712,6.965784,8.228819,11.773139,8.965784,9.965784,10.287712,9.228819,11.135709,12.287712,14.076398,96,7,4,6,6,4,2,3,1,1,3,3,0,3,0,0,0,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Manufacture machinery, vehicle, transport","Motor vehicles,trailers/semitrailer","Motor vehicle coachwork,trailer",0,0.000606,0.001117,0.000026,1.843482,0.042191,4,3.66085,0,0,0.048232,6,0.318021,0.340741,22.00076
