Id,Label,timeset,east,east midlands,london,north east,north west,scotland,south east,south west,wales,west midlands,yorkshire and the humber,total,description,log_east,log_east_midlands,log_london,log_north_east,log_north_west,log_scotland,log_south_east,log_south_west,log_wales,log_west_midlands,log_yorkshire_and_the_humber,log_total,%total,%total north west,%total london,lq north west,lq london,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,mainindustry,mainactivity,subactivity,componentnumber,Degree,Weighted Degree,clustering,triangles,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
6629,,,5000,3000,23000,1750,8000,6000,12000,8000,1500,5000,9000,82250,Other activities auxiliary to insurance and pension funding,12.287712,11.550747,14.489346,10.773139,12.965784,12.550747,13.550747,12.965784,10.550747,12.287712,13.135709,16.327728,0.002884,0.002552,0.004702,0.885,1.63049,264,12,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,Auxiliary financial services,Other insurance & pension services,2,15,8.606262,0.495238,52,0.280844,6,0.35468,0.395093,150.579614
8129,,,6000,3000,11000,1500,5000,4000,6000,5000,2250,2250,2500,48500,Other cleaning activities,12.550747,11.550747,13.425216,10.550747,12.287712,11.965784,12.550747,12.287712,11.135709,11.135709,11.287712,15.565697,0.0017,0.001595,0.002249,0.938031,1.322444,300,10,2,2,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Business services,"Buildings, landscape activities",Other cleaning activities,2,10,5.320807,0.511111,23,0.274384,5,0.393443,0.428704,265.893555
9311,,,13000,10000,17000,4500,15000,13000,26000,14000,9000,11000,12000,144500,Operation of sports facilities,13.666224,13.287712,14.053247,12.135709,13.872675,13.666224,14.666224,13.773139,13.135709,13.425216,13.550747,17.14071,0.005066,0.004785,0.003475,0.944523,0.685973,345,16,6,10,6,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Other Service activities,Sports activities and recreation,Operation of sports facilities,2,28,12.869675,0.243386,92,0.547727,6,0.386681,0.441898,1173.033295
6512,,,5000,1250,13000,1750,9000,1750,17000,3500,5000,5000,3000,65250,Non-life insurance,12.287712,10.287712,13.666224,10.773139,13.135709,10.773139,14.053247,11.773139,12.287712,12.287712,11.550747,15.99369,0.002288,0.002871,0.002657,1.255021,1.161687,258,12,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,"Financial, insurance, pension",Non-life insurance,2,16,9.294202,0.416667,50,0.295407,6,0.359281,0.398148,156.148666
6621,,,1500,350,3000,300,2500,600,2000,700,700,1500,1500,14650,Risk and damage evaluation,10.550747,8.451211,11.550747,8.228819,11.287712,9.228819,10.965784,9.451211,9.451211,10.550747,10.550747,13.838613,0.000514,0.000798,0.000613,1.552714,1.194015,262,12,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,Auxiliary financial services,Risk and damage evaluation,2,5,4.619842,1,10,0.074365,7,0.28731,0.311878,0
4762,,,4000,2500,3500,1500,3500,2000,4000,4000,1250,2500,1750,30500,Retail sale of newspapers and stationery in specialised stores,11.965784,11.287712,11.773139,10.550747,11.773139,10.965784,11.965784,11.965784,10.287712,11.287712,10.773139,14.896522,0.001069,0.001117,0.000715,1.044136,0.669105,195,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - other,"Newspapers, stationery",2,11,6.685408,0.6,33,0.293836,6,0.353982,0.392176,56.387909
4321,,,18000,18000,17000,8000,17000,19000,29000,21000,10000,19000,15000,191000,Electrical installation,14.135709,14.135709,14.053247,12.965784,14.053247,14.213712,14.823765,14.358102,13.287712,14.213712,13.872675,17.543213,0.006696,0.005423,0.003475,0.80985,0.518969,136,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Specialised activities,Electrical installation,2,22,14.741529,0.21645,50,0.321682,6,0.376176,0.422917,724.935601
4616,,,350,900,1250,100,900,75,500,400,75,300,125,4975,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",8.451211,9.813781,10.287712,6.643856,9.813781,6.228819,8.965784,8.643856,6.228819,8.228819,6.965784,12.280481,0.000174,0.000287,0.000256,1.646032,1.465019,152,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Fee/contract - wholesale,"Textiles, clothing, leather goods",2,1,0.940298,0,0,0.035576,7,0.28103,0.304405,0
4334,,,6000,2500,3500,1750,5000,6000,8000,4000,1000,5000,3500,46250,Painting and glazing,12.550747,11.287712,11.773139,10.773139,12.287712,12.550747,12.965784,11.965784,9.965784,12.287712,11.773139,15.497166,0.001621,0.001595,0.000715,0.983665,0.441248,140,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Specialised activities,"Painting, glazing",2,2,1.071885,0,0,0.031912,7,0.290323,0.317156,42.45672
8541,,,3000,3000,7000,500,7000,3000,8000,4500,1250,3500,3000,43750,Post-secondary non-tertiary education,11.550747,11.550747,12.773139,8.965784,12.773139,11.550747,12.965784,12.135709,10.287712,11.773139,11.550747,15.416995,0.001534,0.002233,0.001431,1.455824,0.932924,320,16,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Government administrative functions, Education, Health",Education,Post-secondary non-tertiary,2,10,4.459329,0.511111,23,0.237154,5,0.402685,0.434907,471.980936
8532,,,14000,13000,22000,10000,18000,15000,24000,18000,10000,17000,18000,179000,Technical and vocational secondary education,13.773139,13.666224,14.425216,13.287712,14.135709,13.872675,14.550747,14.135709,13.287712,14.053247,14.135709,17.4496,0.006276,0.005742,0.004497,0.914973,0.716632,319,16,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Government administrative functions, Education, Health",Education,"Technical, vocational secondary",2,17,6.887514,0.477941,65,0.34666,6,0.356436,0.398611,114.636435
7711,,,3000,4000,3500,600,4000,2000,5000,3500,800,2250,2500,31150,Renting and leasing of cars and light motor vehicles,11.550747,11.965784,11.773139,9.228819,11.965784,10.965784,12.287712,11.773139,9.643856,11.135709,11.287712,14.926945,0.001092,0.001276,0.000715,1.168398,0.655143,287,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,4,5,5,3,Business services,"Rental, leasing activities","Cars, light motor vehicles",2,7,4.056285,0.285714,6,0.203631,5,0.383795,0.418056,155.63817
4391,,,3000,3000,1500,2000,4500,3500,3500,2000,300,5000,2250,30550,Roofing activities,11.550747,11.550747,10.550747,10.965784,12.135709,11.773139,11.773139,10.965784,8.228819,12.287712,11.135709,14.898885,0.001071,0.001436,0.000307,1.340264,0.28629,142,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Specialised activities,Roofing activities,2,1,0.931378,0,0,0.014542,7,0.267261,0.284286,0
8510,,,9000,4000,11000,1250,7000,6000,15000,5000,1000,4500,5000,68750,Pre-primary education,13.135709,11.965784,13.425216,10.287712,12.773139,12.550747,13.872675,12.287712,9.965784,12.135709,12.287712,16.069072,0.00241,0.002233,0.002249,0.926434,0.932924,316,16,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Government administrative functions, Education, Health",Education,Pre-primary,2,10,4.549569,0.511111,23,0.25069,6,0.349854,0.386944,90.718324
8891,,,18000,10000,28000,7000,25000,18000,25000,14000,6000,12000,19000,182000,Child day-care activities,14.135709,13.287712,14.773139,12.773139,14.60964,14.135709,14.60964,13.773139,12.550747,13.550747,14.213712,17.473579,0.006381,0.007975,0.005724,1.249849,0.897042,336,16,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Government administrative functions, Education, Health",Non residential social work,Child day-care,2,26,8.858469,0.372308,121,0.567905,6,0.382572,0.434861,444.453908
7430,,,600,150,1250,100,250,125,900,100,225,225,500,4425,Translation and interpretation activities,9.228819,7.228819,10.287712,6.643856,7.965784,6.965784,9.813781,6.643856,7.813781,7.813781,8.965784,12.111462,0.000155,0.00008,0.000256,0.514062,1.647111,284,16,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Business services,"Other professional, scientific/tech","Translation, interpretation",2,1,0.930558,0,0,0.009322,7,0.257327,0.273433,0
8411,,,41000,41000,110000,41000,75000,88000,64000,43000,53000,50000,56000,662000,General public administration activities,15.323336,15.323336,16.747144,15.323336,16.194603,16.425216,15.965784,15.392049,15.693705,15.60964,15.773139,19.336472,0.023209,0.023925,0.022487,1.030842,0.96886,308,16,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Government administrative functions, Education, Health",Central/Local Gov. administration,General public administration,2,20,8.416288,0.1,19,0.170484,6,0.346154,0.390463,1387.440355
4791,,,14000,7000,19000,2500,22000,3000,18000,9000,3000,4000,8000,109500,Retail sale via mail order houses or via Internet,13.773139,12.773139,14.213712,11.287712,14.425216,11.550747,14.135709,13.135709,11.550747,11.965784,12.965784,16.740571,0.003839,0.007018,0.003884,1.82809,1.011733,207,9,6,7,6,8,8,1,6,7,5,7,7,7,7,6,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Other retail,"Via mail order houses, Internet",2,18,9.485625,0.339869,52,0.4982,5,0.412371,0.454074,462.083284
4751,,,700,1000,1750,225,1750,600,2250,1000,700,700,800,11475,Retail sale of textiles in specialised stores,9.451211,9.965784,10.773139,7.813781,10.773139,9.228819,11.135709,9.965784,9.451211,9.451211,9.643856,13.486207,0.000402,0.000558,0.000358,1.387632,0.889225,190,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - household,Textiles,2,1,0.92909,0,0,0.035576,7,0.28103,0.304405,0
8130,,,5000,7000,9000,250,6000,3500,12000,10000,2250,3500,3000,61500,Landscape service activities,12.287712,12.773139,13.135709,7.965784,12.550747,11.773139,13.550747,13.287712,11.135709,11.773139,11.550747,15.908299,0.002156,0.001914,0.00184,0.887698,0.853284,301,16,6,10,6,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Business services,"Buildings, landscape activities",Landscape service activities,2,4,2.272764,0,0,0.141703,5,0.386681,0.41463,59.310549
8622,,,1750,1250,5000,350,2500,900,5000,1500,600,1000,1750,21600,Specialist medical practice activities,10.773139,10.287712,12.287712,8.451211,11.287712,9.813781,12.287712,10.550747,9.228819,9.965784,10.773139,14.398744,0.000757,0.000798,0.001022,1.053114,1.349716,328,13,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Government administrative functions, Education, Health",Human health activities,Specialist medical practices,2,5,3.099361,0.6,6,0.087158,5,0.354331,0.385324,82.387334
8790,,,30000,21000,23000,9000,30000,20000,40000,26000,12000,20000,18000,249000,Other residential care activities,14.872675,14.358102,14.489346,13.135709,14.872675,14.287712,15.287712,14.666224,13.550747,14.287712,14.135709,17.925786,0.00873,0.00957,0.004702,1.096253,0.538586,334,13,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Government administrative functions, Education, Health",Residential care activities,Other,2,14,6.69065,0.527473,48,0.222291,6,0.332717,0.367454,41.134753
9329,,,7000,4000,8000,350,3000,2250,7000,3000,3500,6000,11000,55100,Other amusement and recreation activities,12.773139,11.965784,12.965784,8.451211,11.550747,11.135709,12.773139,11.550747,11.773139,12.550747,13.425216,15.749765,0.001932,0.000957,0.001635,0.495403,0.846573,350,16,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Other Service activities,Sports activities and recreation,"Other amusement, recreation",2,10,6.755436,0.644444,29,0.299168,6,0.361446,0.398657,129.63122
4339,,,9000,2500,7000,800,4500,3000,10000,6000,800,5000,3000,51600,Other building completion and finishing,13.135709,11.287712,12.773139,9.643856,12.135709,11.550747,13.287712,12.550747,9.643856,12.287712,11.550747,15.655083,0.001809,0.001436,0.001431,0.793509,0.790997,141,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Specialised activities,"Other building completion,finishing",2,5,4.045213,0.5,5,0.103252,6,0.333642,0.367731,50.828491
6832,,,6000,4500,35000,4000,8000,6000,12000,7000,1500,6000,6000,96000,Management of real estate on a fee or contract basis,12.550747,12.135709,15.095067,11.965784,12.965784,12.550747,13.550747,12.773139,10.550747,12.550747,12.550747,16.550747,0.003366,0.002552,0.007155,0.758242,2.125803,268,12,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,Real estate activities,Managament of fee/contract basis,2,13,6.19774,0.397436,31,0.336685,5,0.420561,0.453194,638.487508
6831,,,13000,7000,48000,4500,11000,6000,28000,12000,5000,10000,10000,154500,Real estate agencies,13.666224,12.773139,15.550747,12.135709,13.425216,12.550747,14.773139,13.550747,12.287712,13.287712,13.287712,17.237247,0.005417,0.003509,0.009812,0.647818,1.811503,267,12,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,Real estate activities,Agencies fee/contract basis,2,18,8.061296,0.418301,64,0.435081,6,0.385027,0.427778,272.13132
4777,,,3500,2500,9000,900,4500,3000,5000,3000,1250,3500,3500,39650,Retail sale of watches and jewellery in specialised stores,11.773139,11.287712,13.135709,9.813781,12.135709,11.550747,12.287712,11.550747,10.287712,11.773139,11.773139,15.275033,0.00139,0.001436,0.00184,1.032662,1.323505,204,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - other,"Watches, jewellery",2,9,5.510297,0.694444,25,0.241512,6,0.32316,0.362731,23.998091
4779,,,3500,2500,7000,1000,4000,2500,6000,4000,1500,3000,3500,38500,Retail sale of second-hand goods in stores,11.773139,11.287712,12.773139,9.965784,11.965784,11.287712,12.550747,11.965784,10.550747,11.550747,11.773139,15.232571,0.00135,0.001276,0.001431,0.94534,1.060141,206,10,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - other,Other second hand goods,2,6,2.953748,0.133333,2,0.184495,5,0.397351,0.426898,97.811797
9602,,,11000,7000,21000,3500,15000,10000,19000,9000,5000,12000,8000,120500,Hairdressing and other beauty treatment,13.425216,12.773139,14.358102,11.773139,13.872675,13.287712,14.213712,13.135709,12.287712,13.550747,12.965784,16.878674,0.004225,0.004785,0.004293,1.132643,1.016152,357,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Other Service activities,Other personal service activities,"Hairdressing, beauty treatment",2,10,4.720111,0.466667,21,0.311014,6,0.362173,0.398333,37.947206
4773,,,8000,17000,13000,3000,14000,10000,11000,6000,5000,9000,10000,106000,Dispensing chemist in specialised stores,12.965784,14.053247,13.666224,11.550747,13.773139,13.287712,13.425216,12.550747,12.287712,13.135709,13.287712,16.693705,0.003716,0.004466,0.002657,1.201742,0.715095,201,14,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - other,Dispensing chemist,2,8,3.52304,0.25,7,0.189268,6,0.339943,0.375324,103.581568
7111,,,5000,2500,30000,3000,5000,5000,7000,9000,2000,4500,4000,77000,Architectural activities,12.287712,11.287712,14.872675,11.550747,12.287712,12.287712,12.773139,13.135709,10.965784,12.135709,11.965784,16.232571,0.0027,0.001595,0.006133,0.590838,2.27173,274,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Business services,"Architectural, eng/tech testing",Architectural activities,2,3,2.268827,0.333333,1,0.05388,7,0.305603,0.333082,19.800929
4910,,,3000,1500,12000,1000,4000,4500,9000,5000,1500,4000,3500,49000,"Passenger rail transport, interurban",11.550747,10.550747,13.550747,9.965784,11.965784,12.135709,13.135709,12.287712,10.550747,11.965784,11.773139,15.580494,0.001718,0.001276,0.002453,0.742767,1.427945,209,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,4,4,3,5,Transportation and Storage,"Land, pipeline transport","Passenger rail, interurban",2,2,1.808714,1,1,0.00869,7,0.258065,0.272923,0
7830,,,1250,600,3500,350,4000,350,2000,450,175,800,600,14075,Other human resources provision,10.287712,9.228819,11.773139,8.451211,11.965784,8.451211,10.965784,8.813781,7.451211,9.643856,9.228819,13.780847,0.000493,0.001276,0.000715,2.585833,1.449926,293,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,Business services,Employment activities,Other human resources provision,2,1,0.915677,0,0,0.051739,5,0.342205,0.36838,0
7820,,,97000,95000,139000,22000,75000,38000,85000,42000,24000,75000,71000,763000,Temporary employment agency activities,16.565697,16.53564,17.084725,14.425216,16.194603,15.213712,16.375175,15.358102,14.550747,16.194603,16.115531,19.541324,0.02675,0.023925,0.028415,0.894387,1.062225,292,4,0,3,1,7,7,2,2,6,7,2,6,6,2,0,5,5,1,2,4,Business services,Employment activities,Temporary employment agencies,2,116,43.083003,0.025937,173,1,4,0.519481,0.621296,26563.502954
7490,,,9000,8000,20000,1500,9000,7000,14000,8000,2500,9000,5000,93000,"Other professional, scientific and technical activities n.e.c.",13.135709,12.965784,14.287712,10.550747,13.135709,12.773139,13.773139,12.965784,11.287712,13.135709,12.287712,16.504943,0.003261,0.002871,0.004088,0.880539,1.25393,285,13,10,10,7,6,5,4,7,5,6,1,4,4,7,6,6,3,5,5,3,Business services,"Other professional, scientific/tech",Other,2,19,9.771347,0.315789,54,0.417002,6,0.378549,0.423935,400.546627
7120,,,6000,9000,3000,2500,7000,5000,6000,2250,8000,8000,4500,61250,Technical testing and analysis,12.550747,13.135709,11.550747,11.287712,12.773139,12.287712,12.550747,11.135709,12.965784,12.965784,12.135709,15.902422,0.002147,0.002233,0.000613,1.039874,0.285589,276,10,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Business services,"Architectural, eng/tech testing",Technical testing/analysis,2,9,4.901649,0.138889,5,0.240287,5,0.414747,0.444954,420.317872
8621,,,18000,18000,34000,9000,25000,14000,32000,22000,9000,12000,19000,212000,General medical practice activities,14.135709,14.135709,15.053247,13.135709,14.60964,13.773139,14.965784,14.425216,13.135709,13.550747,14.213712,17.693705,0.007433,0.007975,0.00695,1.072984,0.935124,327,13,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Government administrative functions, Education, Health",Human health activities,General medical practices,2,13,5.735707,0.320513,25,0.161019,6,0.33241,0.367361,101.544831
7022,,,35000,17000,156000,7000,38000,21000,72000,31000,6000,27000,18000,428000,Business and other management consultancy activities,15.095067,14.053247,17.251187,12.773139,15.213712,14.358102,16.135709,14.919981,12.550747,14.720672,14.135709,18.707251,0.015005,0.012122,0.03189,0.807846,2.125236,273,11,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,Head offices; mgment consultancy,"Business, other management",2,49,23.232052,0.154762,182,0.779114,6,0.418118,0.488472,2428.778666
9200,,,8000,5000,20000,6000,13000,8000,8000,4000,3500,9000,9000,93500,Gambling and betting activities,12.965784,12.287712,14.287712,12.550747,13.666224,12.965784,12.965784,11.965784,11.773139,13.135709,13.135709,16.512679,0.003278,0.004147,0.004088,1.265088,1.247225,344,16,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Other Service activities,"Gambling, betting","Gambling, betting activities",2,13,4.575414,0.448718,35,0.342515,6,0.363269,0.40375,247.554374
8422,,,3500,1500,5000,300,1500,3500,8000,19000,1250,2250,2500,48300,Defence activities,11.773139,10.550747,12.287712,8.228819,10.550747,11.773139,12.965784,14.213712,10.287712,11.135709,11.287712,15.559736,0.001693,0.000479,0.001022,0.282575,0.6036,311,14,1,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Government administrative functions, Education, Health",Central/Local Gov. administration,Defence activities,2,4,2.799529,0.166667,1,0.040645,6,0.3,0.325139,30.43455
9102,,,1250,900,9000,1750,2250,4500,2000,1750,1000,2000,1750,28150,Museum activities,10.287712,9.813781,13.135709,10.773139,11.135709,12.135709,10.965784,10.773139,9.965784,10.965784,10.773139,14.780847,0.000987,0.000718,0.00184,0.727266,1.864191,341,16,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Other Service activities,"Libraries, archives, museums",Museum activities,2,3,1.935746,0.333333,1,0.041947,7,0.280811,0.310284,9.142733
8542,,,30000,29000,72000,19000,40000,49000,72000,27000,23000,31000,36000,428000,Tertiary education,14.872675,14.823765,16.135709,14.213712,15.287712,15.580494,16.135709,14.720672,14.489346,14.919981,15.135709,18.707251,0.015005,0.01276,0.014718,0.850365,0.980878,321,16,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Government administrative functions, Education, Health",Education,Tertiary,2,25,10.074819,0.123333,37,0.305738,6,0.35225,0.402269,965.934215
4222,,,600,700,700,75,8000,350,225,250,150,75,150,11275,Construction of utility projects for electricity and telecommunications,9.228819,9.451211,9.451211,6.228819,12.965784,8.451211,7.813781,7.965784,7.228819,6.228819,7.228819,13.46084,0.000395,0.002552,0.000143,6.455983,0.361999,134,3,3,4,3,3,6,5,3,2,2,4,5,5,6,5,2,0,1,2,4,Construction (including development of real estate),Civil engineering,"Utility - electricity, telecomms",2,5,4.015668,0.7,7,0.078854,6,0.311419,0.340093,24.322931
5221,,,5000,4000,15000,1750,9000,7000,13000,7000,2250,11000,7000,82000,Service activities incidental to land transportation,12.287712,11.965784,13.872675,10.773139,13.135709,12.773139,13.666224,12.773139,11.135709,13.425216,12.773139,16.323336,0.002875,0.002871,0.003066,0.99866,1.066605,218,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,4,4,3,5,Transportation and Storage,"Warehousing, transport support",Incidental inland service,2,7,4.399944,0.285714,6,0.078204,6,0.332717,0.361528,250.577105
8559,,,15000,15000,37000,9000,19000,17000,36000,14000,12000,19000,18000,211000,Other education n.e.c.,13.872675,13.872675,15.175238,13.135709,14.213712,14.053247,15.135709,13.773139,13.550747,14.213712,14.135709,17.686883,0.007398,0.006061,0.007564,0.819332,1.022458,324,16,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Government administrative functions, Education, Health",Other education,Other education nec,2,23,8.794229,0.375494,95,0.499323,5,0.42204,0.464074,1055.402445
5510,,,22000,17000,60000,13000,42000,51000,48000,38000,19000,24000,20000,354000,Hotels and similar accommodation,14.425216,14.053247,15.872675,13.666224,15.358102,15.63821,15.550747,15.213712,14.213712,14.550747,14.287712,18.43339,0.012411,0.013398,0.012265,1.079531,0.988267,225,9,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Other Service activities,Accommodation,Hotels and similar,2,37,13.596884,0.261261,174,0.766038,6,0.397351,0.459491,929.981755
6820,,,16000,12000,45000,7000,29000,18000,29000,18000,8000,20000,14000,216000,Renting and operating of own or leased real estate,13.965784,13.550747,15.457637,12.773139,14.823765,14.135709,14.823765,14.135709,12.965784,14.287712,13.773139,17.720672,0.007573,0.009251,0.009199,1.221612,1.214745,266,12,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Business services,Real estate activities,"Renting, operating own or leased",2,21,8.052511,0.285714,60,0.403936,6,0.370752,0.41838,326.247055
9313,,,3500,2500,10000,900,4000,3000,7000,2250,1000,3000,2500,39650,Fitness facilities,11.773139,11.287712,13.287712,9.813781,11.965784,11.550747,12.773139,11.135709,9.965784,11.550747,11.287712,15.275033,0.00139,0.001276,0.002044,0.917922,1.470561,347,16,6,7,6,8,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Other Service activities,Sports activities and recreation,Fitness facilities,2,11,5.859481,0.563636,31,0.319763,6,0.357853,0.395185,51.904568
4730,,,2250,1500,3000,2500,3500,1750,5000,2500,800,5000,2500,30300,Retail sale of automotive fuel in specialised stores,11.135709,10.550747,11.550747,11.287712,11.773139,10.773139,12.287712,11.287712,9.643856,12.287712,11.287712,14.88703,0.001062,0.001117,0.000613,1.051028,0.577304,187,7,7,5,4,4,3,1,4,4,3,5,2,2,1,2,3,4,5,5,3,"Wholesale and retail,motor vehicle repair,sale of fuel",Specialised retail - auto fuel,Automotive fuel (in petrol stations),2,6,3.705507,0.266667,4,0.17657,5,0.376569,0.409954,116.07592
6419,,,15000,17000,144000,13000,36000,44000,30000,32000,12000,27000,37000,407000,Other monetary intermediation,13.872675,14.053247,17.135709,13.666224,15.135709,15.425216,14.872675,14.965784,13.550747,14.720672,15.175238,18.634669,0.014269,0.011484,0.029437,0.804817,2.062977,251,12,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,"Financial, insurance, pension",Other monetary intermediation,2,20,8.98208,0.242105,46,0.263108,6,0.348837,0.392083,447.256161
8412,,,9000,3500,19000,1750,10000,16000,9000,7000,7000,7000,7000,96250,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security",13.135709,11.773139,14.213712,10.773139,13.287712,13.965784,13.135709,12.773139,12.773139,12.773139,12.773139,16.554499,0.003374,0.00319,0.003884,0.94534,1.15101,309,13,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Government administrative functions, Education, Health",Central/Local Gov. administration,"Health care, education etc",2,7,3.240203,0.380952,8,0.093276,6,0.329369,0.358472,48.785038
8690,,,28000,32000,56000,15000,43000,51000,64000,29000,18000,42000,28000,406000,Other human health activities,14.773139,14.965784,15.773139,13.872675,15.392049,15.63821,15.965784,14.823765,14.135709,15.358102,14.773139,18.63112,0.014234,0.013717,0.011448,0.963677,0.804245,330,13,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Government administrative functions, Education, Health",Human health activities,Other,2,13,5.511153,0.410256,32,0.134588,6,0.324617,0.355694,136.18259
8720,,,1750,2250,6000,1250,6000,4000,8000,4000,6000,3000,4000,46250,"Residential care activities for learning disabilities, mental health and substance abuse",10.773139,11.135709,12.550747,10.287712,12.550747,11.965784,12.965784,11.965784,12.550747,11.550747,11.965784,15.497166,0.001621,0.001914,0.001227,1.180398,0.756425,332,13,10,10,9,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,"Government administrative functions, Education, Health",Residential care activities,"Learning, mental, substance abuse",2,9,5.452119,0.75,27,0.123971,6,0.313862,0.341667,5.068516
6920,,,40000,12000,100000,9000,49000,20000,50000,30000,3500,25000,17000,355500,"Accounting, bookkeeping and auditing activities; tax consultancy",15.287712,13.550747,16.60964,13.135709,15.580494,14.287712,15.60964,14.872675,11.773139,14.60964,14.053247,18.43949,0.012464,0.015631,0.020442,1.254138,1.640162,270,12,8,6,7,6,5,4,7,5,6,1,4,4,5,4,6,3,5,5,3,Business services,Legal and accounting activities,"Accounting, auditing; tax consltcy",2,34,12.61446,0.219251,123,0.603916,5,0.429082,0.481065,1342.796114
8010,,,11000,9000,62000,5000,21000,12000,19000,11000,4500,11000,15000,180500,Private security activities,13.425216,13.135709,15.919981,12.287712,14.358102,13.550747,14.213712,13.425216,12.135709,13.425216,13.872675,17.461639,0.006328,0.006699,0.012674,1.058598,2.002815,296,10,2,2,6,9,8,7,6,7,5,7,7,7,7,6,6,3,5,5,3,Business services,"Security, investigation activities",Private security,2,16,6.440073,0.258333,31,0.279613,5,0.36999,0.410278,436.725104
